age,male,time_seconds,year
25,1,7757,2015
30,1,7788,2015
29,1,7822,2015
28,1,7847,2015
32,1,7849,2015
30,1,7852,2015
32,1,7880,2015
39,1,7962,2015
27,1,8015,2015
33,1,8032,2015
33,1,8032,2015
30,1,8057,2015
32,1,8185,2015
31,1,8282,2015
42,1,8324,2015
29,1,8352,2015
30,1,8357,2015
28,1,8404,2015
28,1,8425,2015
26,1,8435,2015
32,1,8442,2015
26,1,8470,2015
32,1,8476,2015
28,1,8518,2015
32,1,8525,2015
32,1,8550,2015
29,1,8601,2015
40,1,8677,2015
32,1,8684,2015
46,1,8689,2015
30,0,8695,2015
25,0,8699,2015
23,1,8708,2015
27,0,8709,2015
28,1,8710,2015
35,1,8710,2015
27,1,8714,2015
33,1,8728,2015
32,1,8731,2015
31,0,8739,2015
24,1,8747,2015
30,1,8747,2015
43,1,8758,2015
31,0,8765,2015
25,1,8769,2015
26,1,8775,2015
27,1,8784,2015
26,1,8789,2015
25,1,8795,2015
23,1,8796,2015
25,1,8798,2015
34,0,8800,2015
25,1,8801,2015
28,0,8812,2015
31,1,8821,2015
27,1,8828,2015
37,1,8830,2015
19,0,8834,2015
22,1,8836,2015
41,1,8840,2015
23,1,8857,2015
33,0,8867,2015
32,1,8869,2015
25,1,8873,2015
25,1,8874,2015
30,1,8877,2015
28,1,8890,2015
29,1,8894,2015
30,1,8897,2015
34,1,8898,2015
30,1,8903,2015
24,1,8909,2015
24,1,8913,2015
35,1,8924,2015
26,0,8947,2015
33,1,8956,2015
23,1,8960,2015
27,0,8963,2015
31,1,8967,2015
27,1,8977,2015
27,1,8978,2015
28,1,8982,2015
30,1,8985,2015
26,1,8989,2015
42,1,9003,2015
31,1,9015,2015
34,1,9017,2015
26,1,9019,2015
29,1,9028,2015
28,1,9029,2015
25,1,9068,2015
29,1,9078,2015
32,1,9083,2015
31,1,9094,2015
36,1,9098,2015
31,1,9117,2015
27,1,9119,2015
26,1,9121,2015
32,1,9122,2015
32,1,9125,2015
28,1,9126,2015
26,1,9126,2015
27,1,9127,2015
31,1,9129,2015
30,1,9135,2015
32,1,9142,2015
24,1,9144,2015
40,1,9153,2015
35,1,9153,2015
27,1,9156,2015
25,1,9159,2015
33,1,9168,2015
32,1,9171,2015
25,1,9177,2015
36,1,9178,2015
26,1,9183,2015
24,1,9187,2015
26,1,9193,2015
37,1,9193,2015
27,1,9194,2015
24,1,9202,2015
28,1,9203,2015
33,1,9215,2015
29,1,9216,2015
26,1,9216,2015
27,1,9226,2015
23,1,9227,2015
