age,male,time_seconds,year
21,1,7965,2016
26,1,8012,2016
31,1,8042,2016
33,1,8045,2016
23,1,8145,2016
29,1,8203,2016
31,1,8212,2016
27,1,8285,2016
29,1,8326,2016
28,1,8497,2016
33,1,8522,2016
20,1,8541,2016
31,1,8542,2016
29,1,8684,2016
30,1,8686,2016
34,1,8694,2016
40,1,8695,2016
32,1,8731,2016
30,1,8784,2016
32,1,8822,2016
28,1,8827,2016
48,1,8861,2016
26,1,8868,2016
23,1,8873,2016
26,1,8894,2016
38,1,8906,2016
29,1,8933,2016
24,1,8949,2016
29,0,8959,2016
24,1,8963,2016
34,1,8972,2016
28,1,8991,2016
31,0,9003,2016
24,1,9022,2016
27,1,9027,2016
27,0,9050,2016
53,1,9057,2016
31,1,9074,2016
24,1,9076,2016
29,1,9084,2016
42,1,9099,2016
24,1,9107,2016
25,1,9120,2016
39,0,9148,2016
24,1,9157,2016
28,1,9164,2016
33,1,9165,2016
39,1,9183,2016
23,0,9193,2016
25,1,9199,2016
22,1,9203,2016
29,1,9215,2016
33,0,9220,2016
34,1,9226,2016
34,1,9230,2016
28,0,9236,2016
44,1,9242,2016
25,1,9252,2016
26,1,9255,2016
37,1,9257,2016
26,1,9259,2016
24,1,9260,2016
41,1,9270,2016
30,1,9275,2016
28,0,9278,2016
30,1,9281,2016
24,1,9283,2016
39,1,9295,2016
26,0,9300,2016
37,1,9300,2016
29,1,9316,2016
26,1,9324,2016
37,1,9340,2016
27,1,9348,2016
30,1,9350,2016
43,1,9362,2016
24,1,9364,2016
26,1,9368,2016
30,1,9370,2016
25,1,9371,2016
42,1,9372,2016
32,1,9378,2016
27,1,9381,2016
35,1,9391,2016
26,1,9414,2016
33,1,9418,2016
39,1,9421,2016
23,1,9430,2016
28,1,9431,2016
38,1,9443,2016
23,1,9443,2016
31,1,9446,2016
23,1,9450,2016
32,0,9451,2016
31,1,9453,2016
25,1,9455,2016
26,0,9456,2016
27,1,9456,2016
44,1,9456,2016
44,1,9466,2016
24,1,9470,2016
42,1,9476,2016
28,1,9476,2016
32,1,9482,2016
26,1,9496,2016
29,1,9497,2016
28,1,9498,2016
28,1,9502,2016
29,1,9503,2016
29,1,9503,2016
25,1,9507,2016
33,1,9510,2016
31,1,9510,2016
29,1,9525,2016
31,1,9531,2016
34,1,9531,2016
29,1,9540,2016
42,1,9544,2016
24,1,9544,2016
27,1,9554,2016
30,1,9554,2016
25,1,9559,2016
25,0,9561,2016
27,1,9568,2016
24,1,9573,2016
24,0,9578,2016
28,1,9581,2016
22,1,9582,2016
41,1,9584,2016
31,1,9587,2016
50,1,9588,2016
30,1,9592,2016
40,1,9592,2016
30,1,9595,2016
43,1,9595,2016
23,1,9602,2016
25,1,9619,2016
26,1,9619,2016
36,1,9631,2016
43,1,9634,2016
28,1,9641,2016
33,1,9647,2016
28,1,9650,2016
34,1,9652,2016
46,1,9654,2016
28,1,9654,2016
44,1,9660,2016
20,1,9660,2016
27,1,9662,2016
29,1,9666,2016
27,1,9667,2016
30,1,9668,2016
35,1,9668,2016
25,1,9669,2016
30,1,9676,2016
27,1,9677,2016
29,1,9688,2016
27,1,9692,2016
23,1,9700,2016
31,1,9701,2016
25,1,9704,2016
37,1,9711,2016
40,1,9714,2016
