age,male,time_seconds,year
21,1,7552,2010
28,1,7643,2010
29,1,7719,2010
27,1,7721,2010
34,1,7766,2010
31,1,7853,2010
32,1,7908,2010
27,1,7924,2010
32,1,7944,2010
29,1,7953,2010
27,1,7960,2010
26,1,8027,2010
27,1,8088,2010
35,1,8090,2010
25,1,8097,2010
24,1,8196,2010
30,1,8235,2010
41,1,8248,2010
33,1,8261,2010
30,1,8357,2010
26,1,8456,2010
21,1,8472,2010
47,1,8475,2010
26,1,8489,2010
29,1,8504,2010
27,1,8511,2010
28,1,8579,2010
30,1,8580,2010
39,1,8588,2010
31,1,8613,2010
22,1,8630,2010
44,1,8644,2010
24,1,8647,2010
36,1,8655,2010
35,1,8674,2010
24,1,8704,2010
33,1,8719,2010
35,1,8740,2010
36,1,8745,2010
38,1,8759,2010
29,1,8761,2010
27,0,8771,2010
24,0,8774,2010
28,1,8785,2010
29,1,8830,2010
30,1,8834,2010
27,1,8836,2010
41,1,8842,2010
29,1,8846,2010
30,1,8846,2010
28,1,8848,2010
23,1,8850,2010
24,1,8857,2010
28,1,8873,2010
26,1,8893,2010
33,1,8905,2010
33,1,8909,2010
33,0,8915,2010
29,1,8915,2010
29,1,8915,2010
24,0,8916,2010
21,1,8922,2010
42,1,8928,2010
30,1,8934,2010
26,1,8945,2010
29,1,8948,2010
33,0,8952,2010
27,1,8953,2010
34,1,8956,2010
25,1,8962,2010
28,1,8965,2010
32,1,8966,2010
25,1,8976,2010
31,1,8979,2010
32,1,8987,2010
28,1,8996,2010
32,1,9000,2010
26,1,9015,2010
27,1,9019,2010
25,1,9026,2010
36,0,9031,2010
35,1,9036,2010
24,0,9040,2010
25,1,9054,2010
42,1,9058,2010
36,1,9065,2010
48,1,9068,2010
27,1,9069,2010
25,0,9074,2010
29,0,9108,2010
43,1,9113,2010
32,0,9115,2010
32,1,9121,2010
27,1,9122,2010
32,1,9133,2010
24,1,9147,2010
26,1,9154,2010
22,1,9162,2010
33,1,9172,2010
29,1,9175,2010
23,1,9178,2010
32,1,9179,2010
30,1,9181,2010
28,1,9193,2010
30,1,9195,2010
30,0,9201,2010
25,1,9205,2010
30,1,9210,2010
28,1,9212,2010
28,1,9218,2010
23,0,9228,2010
41,1,9230,2010
34,1,9243,2010
26,1,9252,2010
23,1,9258,2010
43,1,9261,2010
25,1,9267,2010
