age,male,time_seconds,year
23,1,7822,2013
26,1,7827,2013
28,1,7828,2013
32,1,7932,2013
30,1,7950,2013
28,1,7964,2013
26,1,8048,2013
30,1,8068,2013
26,1,8070,2013
28,1,8078,2013
29,1,8133,2013
23,1,8142,2013
24,1,8217,2013
30,1,8225,2013
40,1,8272,2013
30,1,8303,2013
29,1,8325,2013
30,1,8339,2013
27,1,8364,2013
30,1,8375,2013
33,1,8395,2013
34,1,8438,2013
26,1,8456,2013
43,1,8483,2013
25,1,8491,2013
27,1,8500,2013
32,1,8500,2013
25,1,8505,2013
41,1,8525,2013
26,1,8545,2013
47,1,8547,2013
29,1,8573,2013
21,1,8580,2013
42,1,8586,2013
25,1,8601,2013
42,1,8617,2013
28,1,8645,2013
42,1,8649,2013
27,1,8663,2013
28,1,8693,2013
44,1,8702,2013
26,1,8712,2013
37,1,8713,2013
35,1,8735,2013
32,1,8743,2013
31,1,8745,2013
23,1,8756,2013
43,1,8775,2013
32,0,8785,2013
36,1,8790,2013
32,1,8805,2013
22,0,8818,2013
29,0,8821,2013
31,0,8828,2013
25,1,8850,2013
26,1,8861,2013
25,1,8861,2013
42,1,8873,2013
41,1,8878,2013
25,1,8880,2013
42,1,8881,2013
29,1,8882,2013
25,1,8883,2013
28,0,8889,2013
34,0,8891,2013
27,1,8904,2013
23,1,8908,2013
25,1,8909,2013
41,1,8910,2013
28,1,8913,2013
23,1,8933,2013
33,0,8939,2013
27,1,8940,2013
26,1,8952,2013
25,1,8960,2013
33,1,8964,2013
27,1,8967,2013
26,1,8972,2013
40,1,8972,2013
33,1,8989,2013
32,1,8993,2013
28,0,8994,2013
29,1,8995,2013
30,0,9005,2013
37,1,9005,2013
32,0,9009,2013
24,1,9019,2013
25,1,9031,2013
25,1,9036,2013
31,1,9042,2013
27,1,9047,2013
26,1,9062,2013
27,1,9065,2013
26,1,9072,2013
24,1,9106,2013
27,1,9106,2013
25,1,9121,2013
25,1,9123,2013
34,1,9123,2013
33,1,9126,2013
25,1,9136,2013
28,1,9141,2013
45,1,9142,2013
26,1,9149,2013
30,1,9166,2013
40,1,9169,2013
28,1,9172,2013
52,1,9173,2013
25,0,9182,2013
34,1,9188,2013
30,1,9190,2013
26,1,9211,2013
29,0,9211,2013
28,1,9220,2013
34,1,9223,2013
27,0,9226,2013
27,1,9228,2013
31,1,9229,2013
24,1,9231,2013
25,1,9232,2013
