age,male,time_seconds,year
29,1,7960,2012
22,1,7986,2012
25,1,7993,2012
31,1,8071,2012
26,1,8096,2012
26,1,8129,2012
26,1,8198,2012
23,1,8236,2012
23,1,8295,2012
22,1,8295,2012
23,1,8470,2012
30,1,8526,2012
23,1,8552,2012
27,1,8576,2012
40,1,8588,2012
42,1,8644,2012
28,1,8745,2012
28,1,8828,2012
25,1,8835,2012
24,1,8957,2012
35,1,8974,2012
25,1,9009,2012
27,1,9021,2012
46,1,9066,2012
26,1,9069,2012
33,1,9076,2012
41,1,9110,2012
28,0,9110,2012
27,0,9112,2012
24,1,9140,2012
41,1,9175,2012
31,0,9189,2012
34,1,9193,2012
26,1,9206,2012
26,1,9210,2012
31,1,9217,2012
28,1,9225,2012
27,1,9233,2012
29,1,9248,2012
26,1,9282,2012
30,1,9284,2012
30,1,9290,2012
32,1,9294,2012
28,0,9296,2012
26,1,9300,2012
26,1,9318,2012
24,0,9340,2012
44,1,9341,2012
30,1,9348,2012
25,1,9351,2012
31,0,9353,2012
23,1,9354,2012
25,1,9364,2012
24,1,9364,2012
27,1,9382,2012
34,1,9395,2012
31,1,9405,2012
29,1,9410,2012
35,1,9422,2012
28,1,9433,2012
25,1,9433,2012
29,1,9439,2012
43,1,9455,2012
30,1,9456,2012
23,1,9474,2012
24,1,9484,2012
24,1,9485,2012
38,1,9488,2012
23,1,9490,2012
22,1,9495,2012
26,1,9497,2012
23,1,9503,2012
31,1,9507,2012
38,1,9519,2012
28,0,9551,2012
34,1,9556,2012
35,1,9563,2012
26,1,9576,2012
26,1,9581,2012
30,1,9592,2012
22,1,9608,2012
26,1,9613,2012
36,1,9615,2012
27,1,9617,2012
27,1,9619,2012
24,1,9634,2012
27,0,9640,2012
28,1,9641,2012
33,1,9647,2012
40,0,9650,2012
35,1,9655,2012
30,1,9660,2012
30,1,9669,2012
37,1,9670,2012
28,1,9672,2012
36,1,9675,2012
32,1,9682,2012
30,1,9709,2012
40,0,9715,2012
32,1,9728,2012
26,0,9731,2012
40,1,9736,2012
27,1,9741,2012
27,1,9743,2012
25,1,9753,2012
28,1,9756,2012
27,1,9757,2012
25,1,9760,2012
24,1,9787,2012
27,1,9788,2012
31,1,9794,2012
31,1,9802,2012
38,1,9804,2012
43,1,9806,2012
42,1,9812,2012
40,1,9813,2012
29,1,9817,2012
29,1,9817,2012
38,1,9818,2012
41,1,9836,2012
31,1,9842,2012
40,1,9850,2012
44,1,9852,2012
24,1,9854,2012
31,1,9855,2012
32,1,9857,2012
35,1,9864,2012
22,1,9865,2012
41,1,9869,2012
50,1,9870,2012
26,1,9870,2012
32,1,9871,2012
27,1,9888,2012
23,1,9900,2012
28,1,9908,2012
24,1,9930,2012
38,1,9934,2012
32,1,9940,2012
32,1,9946,2012
45,1,9946,2012
27,1,9947,2012
38,1,9949,2012
34,1,9953,2012
37,1,9968,2012
31,1,9969,2012
28,1,9984,2012
24,1,9984,2012
45,1,9989,2012
30,1,9994,2012
39,1,9995,2012
28,1,9999,2012
40,1,10003,2012
34,1,10008,2012
45,1,10009,2012
28,1,10013,2012
35,1,10014,2012
43,1,10018,2012
31,1,10020,2012
37,1,10022,2012
24,1,10027,2012
39,1,10028,2012
37,1,10028,2012
36,1,10032,2012
28,1,10035,2012
27,1,10042,2012
28,1,10045,2012
40,1,10045,2012
47,1,10046,2012
27,1,10047,2012
31,1,10048,2012
24,1,10048,2012
37,1,10048,2012
30,1,10049,2012
34,1,10054,2012
33,1,10058,2012
28,1,10064,2012
27,1,10064,2012
47,1,10067,2012
42,0,10067,2012
40,1,10074,2012
24,1,10075,2012
30,1,10079,2012
32,1,10082,2012
24,1,10092,2012
52,1,10095,2012
37,0,10111,2012
57,1,10116,2012
26,1,10117,2012
28,1,10118,2012
35,1,10118,2012
24,1,10120,2012
41,1,10137,2012
45,0,10138,2012
27,1,10138,2012
45,1,10144,2012
34,1,10148,2012
37,1,10149,2012
48,1,10154,2012
25,1,10156,2012
42,1,10158,2012
37,1,10160,2012
25,1,10162,2012
30,1,10167,2012
36,1,10168,2012
38,1,10171,2012
36,1,10173,2012
37,1,10174,2012
25,1,10175,2012
30,1,10177,2012
42,1,10178,2012
20,1,10184,2012
31,1,10187,2012
31,1,10192,2012
