time,age,gender,year
02:09:20,30-34,Men,2017
02:09:48,35-39,Men,2017
02:10:23,30-34,Men,2017
02:11:01,25-29,Men,2017
02:11:07,25-29,Men,2017
02:11:46,30-34,Men,2017
02:12:12,25-29,Men,2017
02:12:19,35-39,Men,2017
02:12:50,25-29,Men,2017
02:12:52,30-34,Men,2017
02:13:23,25-29,Men,2017
02:13:41,30-34,Men,2017
02:14:04,30-34,Men,2017
02:14:49,25-29,Men,2017
02:15:02,30-34,Men,2017
02:15:19,25-29,Men,2017
02:15:46,25-29,Men,2017
02:15:50,25-29,Men,2017
02:16:26,25-29,Men,2017
02:17:53,25-29,Men,2017
02:18:19,20-24,Men,2017
02:18:47,25-29,Men,2017
02:19:02,25-29,Men,2017
02:20:18,25-29,Men,2017
02:23:17,25-29,Men,2017
02:23:44,25-29,Men,2017
02:23:52,35-39,Men,2017
02:23:54,25-29,Men,2017
02:24:10,25-29,Men,2017
02:24:44,25-29,Men,2017
02:25:09,25-29,Men,2017
02:25:12,25-29,Men,2017
02:25:16,35-39,Men,2017
02:25:34,25-29,Men,2017
02:25:40,25-29,Men,2017
02:26:06,25-29,Men,2017
02:26:18,25-29,Men,2017
02:26:40,40-44,Men,2017
02:26:40,30-34,Men,2017
02:27:04,25-29,Men,2017
02:27:07,35-39,Men,2017
02:27:31,30-34,Men,2017
02:27:58,30-34,Men,2017
02:28:09,50-54,Men,2017
02:28:09,25-29,Men,2017
02:28:15,30-34,Men,2017
02:28:49,40-44,Men,2017
02:28:56,30-34,Men,2017
02:29:11,25-29,Men,2017
02:29:16,20-24,Men,2017
02:29:16,35-39,Men,2017
02:29:17,25-29,Men,2017
02:29:19,35-39,Men,2017
02:29:23,40-44,Men,2017
02:29:25,30-34,Men,2017
02:29:34,25-29,Men,2017
02:29:37,25-29,Men,2017
02:29:55,30-34,Men,2017
02:30:24,30-34,Men,2017
02:30:42,30-34,Men,2017
02:30:46,35-39,Men,2017
02:30:52,25-29,Men,2017
02:31:02,25-29,Men,2017
02:31:16,30-34,Men,2017
02:31:23,25-29,Men,2017
02:31:37,25-29,Men,2017
02:31:48,35-39,Men,2017
02:31:49,30-34,Men,2017
02:31:55,25-29,Men,2017
02:31:55,25-29,Men,2017
02:31:59,30-34,Men,2017
02:32:09,25-29,Men,2017
02:32:24,25-29,Men,2017
02:32:30,35-39,Men,2017
02:33:21,25-29,Men,2017
02:33:31,30-34,Men,2017
02:33:32,30-34,Men,2017
02:33:42,30-34,Men,2017
02:33:44,40-44,Men,2017
02:33:51,35-39,Men,2017
02:33:52,25-29,Men,2017
02:34:01,35-39,Men,2017
02:34:29,45-49,Men,2017
02:34:41,25-29,Men,2017
02:34:47,30-34,Men,2017
02:34:47,35-39,Men,2017
02:34:56,30-34,Men,2017
02:35:13,30-34,Men,2017
02:35:14,25-29,Men,2017
02:35:20,30-34,Men,2017
02:35:24,35-39,Men,2017
02:35:27,25-29,Men,2017
02:35:32,40-44,Men,2017
02:35:49,30-34,Men,2017
02:35:59,35-39,Men,2017
02:36:04,40-44,Men,2017
02:36:04,35-39,Men,2017
02:36:28,25-29,Men,2017
02:36:34,30-34,Men,2017
02:36:36,30-34,Men,2017
02:36:45,35-39,Men,2017
02:36:45,35-39,Men,2017
02:36:57,35-39,Men,2017
02:36:59,25-29,Men,2017
02:37:02,30-34,Men,2017
02:37:02,35-39,Men,2017
02:37:13,45-49,Men,2017
02:37:17,45-49,Men,2017
02:37:18,40-44,Men,2017
02:37:33,25-29,Men,2017
02:37:35,35-39,Men,2017
02:37:42,30-34,Men,2017
02:37:53,30-34,Men,2017
02:37:53,30-34,Men,2017
02:38:12,30-34,Men,2017
02:38:18,30-34,Men,2017
02:38:20,35-39,Men,2017
02:38:53,25-29,Men,2017
02:39:07,35-39,Men,2017
02:39:08,35-39,Men,2017
02:39:12,45-49,Men,2017
02:39:24,30-34,Men,2017
02:39:26,30-34,Men,2017
02:39:30,30-34,Men,2017
02:39:30,45-49,Men,2017
02:39:35,25-29,Men,2017
02:39:49,25-29,Men,2017
02:39:50,30-34,Men,2017
02:39:54,35-39,Men,2017
02:39:57,40-44,Men,2017
02:39:59,20-24,Men,2017
02:40:01,35-39,Men,2017
02:40:05,25-29,Men,2017
02:40:07,20-24,Men,2017
02:40:12,30-34,Men,2017
02:40:13,25-29,Men,2017
02:40:13,35-39,Men,2017
02:40:18,30-34,Men,2017
02:40:22,30-34,Men,2017
02:40:28,30-34,Men,2017
02:40:30,30-34,Men,2017
02:40:32,20-24,Men,2017
02:40:48,20-24,Men,2017
02:40:59,25-29,Men,2017
02:40:59,50-54,Men,2017
02:41:02,25-29,Men,2017
02:41:11,40-44,Men,2017
02:41:11,25-29,Men,2017
02:41:16,40-44,Men,2017
02:41:18,40-44,Men,2017
02:41:24,25-29,Men,2017
02:41:24,30-34,Men,2017
02:41:29,45-49,Men,2017
02:41:31,50-54,Men,2017
02:41:33,25-29,Men,2017
02:41:38,35-39,Men,2017
02:41:39,45-49,Men,2017
02:41:41,35-39,Men,2017
02:41:44,30-34,Men,2017
02:41:49,25-29,Men,2017
02:41:50,20-24,Men,2017
02:42:09,30-34,Men,2017
02:42:10,35-39,Men,2017
02:42:22,25-29,Men,2017
02:42:24,25-29,Men,2017
02:42:27,45-49,Men,2017
02:42:28,35-39,Men,2017
02:42:31,40-44,Men,2017
02:42:32,30-34,Men,2017
02:42:41,40-44,Men,2017
02:42:49,50-54,Men,2017
02:42:53,35-39,Men,2017
02:43:00,45-49,Men,2017
02:43:06,25-29,Men,2017
02:43:07,30-34,Men,2017
02:43:23,35-39,Men,2017
02:43:24,25-29,Men,2017
02:43:27,30-34,Men,2017
02:43:31,30-34,Men,2017
02:43:36,30-34,Men,2017
02:43:37,25-29,Men,2017
02:43:37,40-44,Men,2017
02:43:45,35-39,Men,2017
02:43:47,40-44,Men,2017
02:43:52,35-39,Men,2017
02:43:52,45-49,Men,2017
02:43:57,25-29,Men,2017
02:44:03,25-29,Men,2017
02:44:11,20-24,Men,2017
02:44:11,40-44,Men,2017
02:44:13,35-39,Men,2017
02:44:14,30-34,Men,2017
02:44:22,30-34,Men,2017
02:44:24,40-44,Men,2017
