time,age,gender,year
02:29:03,30-34,Women,1997
02:31:31,35-39,Women,1997
02:32:45,35-39,Women,1997
02:33:08,30-34,Women,1997
02:33:55,25-29,Women,1997
02:35:05,30-34,Women,1997
02:35:49,30-34,Women,1997
02:36:52,35-39,Women,1997
02:38:25,30-34,Women,1997
02:39:13,20-24,Women,1997
02:40:27,30-34,Women,1997
02:42:07,40-44,Women,1997
02:42:24,30-34,Women,1997
02:43:38,25-29,Women,1997
02:44:57,30-34,Women,1997
02:46:32,–,Women,1997
02:46:34,40-44,Women,1997
02:47:48,40-44,Women,1997
02:51:17,40-44,Women,1997
02:51:20,25-29,Women,1997
02:53:03,25-29,Women,1997
02:53:45,20-24,Women,1997
02:54:39,20-24,Women,1997
02:54:40,25-29,Women,1997
02:55:37,25-29,Women,1997
02:56:51,20-24,Women,1997
02:57:01,35-39,Women,1997
02:57:29,20-24,Women,1997
02:58:29,35-39,Women,1997
02:59:56,20-24,Women,1997
03:00:15,30-34,Women,1997
03:00:53,35-39,Women,1997
03:01:01,35-39,Women,1997
03:01:42,45-49,Women,1997
03:02:09,40-44,Women,1997
03:02:32,40-44,Women,1997
03:02:58,25-29,Women,1997
03:03:05,25-29,Women,1997
03:03:09,30-34,Women,1997
03:03:17,30-34,Women,1997
03:03:31,35-39,Women,1997
03:04:35,40-44,Women,1997
03:05:25,25-29,Women,1997
03:05:38,30-34,Women,1997
03:06:18,40-44,Women,1997
03:06:56,30-34,Women,1997
03:07:22,25-29,Women,1997
03:07:24,25-29,Women,1997
03:07:30,20-24,Women,1997
03:07:32,19 and under,Women,1997
03:07:34,40-44,Women,1997
03:07:46,25-29,Women,1997
03:08:23,30-34,Women,1997
03:08:25,30-34,Women,1997
03:08:33,40-44,Women,1997
03:08:48,30-34,Women,1997
03:08:56,40-44,Women,1997
03:09:02,45-49,Women,1997
03:09:03,40-44,Women,1997
03:09:06,30-34,Women,1997
03:09:32,30-34,Women,1997
03:09:42,20-24,Women,1997
03:09:45,30-34,Women,1997
03:10:28,35-39,Women,1997
03:10:39,30-34,Women,1997
03:11:01,30-34,Women,1997
03:11:02,30-34,Women,1997
03:11:03,35-39,Women,1997
03:12:08,40-44,Women,1997
03:12:10,30-34,Women,1997
03:12:11,30-34,Women,1997
03:12:14,30-34,Women,1997
03:12:31,35-39,Women,1997
03:12:36,30-34,Women,1997
03:12:53,30-34,Women,1997
03:12:55,30-34,Women,1997
03:13:34,40-44,Women,1997
