time,age,gender,year
02:09:25,25-29,Men,2015
02:09:50,25-29,Men,2015
02:10:06,25-29,Men,2015
02:10:07,25-29,Men,2015
02:10:24,25-29,Men,2015
02:10:39,30-34,Men,2015
02:11:31,25-29,Men,2015
02:13:39,25-29,Men,2015
02:13:44,25-29,Men,2015
02:15:36,30-34,Men,2015
02:16:29,25-29,Men,2015
02:16:41,30-34,Men,2015
02:17:02,30-34,Men,2015
02:17:21,30-34,Men,2015
02:17:44,25-29,Men,2015
02:18:06,25-29,Men,2015
02:18:26,25-29,Men,2015
02:18:34,25-29,Men,2015
02:19:33,25-29,Men,2015
02:19:38,25-29,Men,2015
02:20:33,30-34,Men,2015
02:20:40,25-29,Men,2015
02:20:58,30-34,Men,2015
02:21:09,30-34,Men,2015
02:21:57,25-29,Men,2015
02:22:05,35-39,Men,2015
02:22:26,20-24,Men,2015
02:22:54,25-29,Men,2015
02:22:54,25-29,Men,2015
02:23:14,20-24,Men,2015
02:23:18,30-34,Men,2015
02:23:33,30-34,Men,2015
02:23:38,25-29,Men,2015
02:23:43,25-29,Men,2015
02:24:02,25-29,Men,2015
02:24:03,30-34,Men,2015
02:24:13,35-39,Men,2015
02:24:31,30-34,Men,2015
02:24:36,25-29,Men,2015
02:24:42,25-29,Men,2015
02:24:59,30-34,Men,2015
02:25:09,25-29,Men,2015
02:25:22,20-24,Men,2015
02:25:26,20-24,Men,2015
02:25:29,30-34,Men,2015
02:25:50,25-29,Men,2015
02:25:57,25-29,Men,2015
02:26:13,30-34,Men,2015
02:26:21,30-34,Men,2015
02:26:26,30-34,Men,2015
02:26:39,25-29,Men,2015
02:26:46,20-24,Men,2015
02:26:55,30-34,Men,2015
02:27:13,35-39,Men,2015
02:27:28,25-29,Men,2015
02:27:29,30-34,Men,2015
02:27:33,25-29,Men,2015
02:27:37,30-34,Men,2015
02:27:38,25-29,Men,2015
02:27:45,25-29,Men,2015
02:28:03,30-34,Men,2015
02:28:11,25-29,Men,2015
02:28:20,20-24,Men,2015
02:28:21,25-29,Men,2015
02:28:24,25-29,Men,2015
02:28:24,35-39,Men,2015
02:28:35,25-29,Men,2015
02:28:44,20-24,Men,2015
02:29:16,25-29,Men,2015
02:29:31,30-34,Men,2015
02:29:54,30-34,Men,2015
02:30:13,25-29,Men,2015
02:30:28,30-34,Men,2015
02:30:28,25-29,Men,2015
02:30:42,25-29,Men,2015
02:30:52,40-44,Men,2015
02:30:52,20-24,Men,2015
02:30:57,30-34,Men,2015
02:31:05,25-29,Men,2015
02:31:10,25-29,Men,2015
02:31:25,35-39,Men,2015
02:31:28,25-29,Men,2015
02:31:28,40-44,Men,2015
02:31:47,30-34,Men,2015
02:31:53,30-34,Men,2015
02:32:02,20-24,Men,2015
02:32:11,25-29,Men,2015
02:32:17,35-39,Men,2015
02:32:26,20-24,Men,2015
02:32:33,25-29,Men,2015
02:32:40,25-29,Men,2015
02:32:43,20-24,Men,2015
02:32:46,25-29,Men,2015
02:32:50,35-39,Men,2015
02:32:53,25-29,Men,2015
02:32:53,35-39,Men,2015
02:32:56,25-29,Men,2015
02:33:11,20-24,Men,2015
02:33:12,25-29,Men,2015
02:33:20,20-24,Men,2015
02:33:25,30-34,Men,2015
02:33:29,30-34,Men,2015
02:33:29,25-29,Men,2015
02:33:41,20-24,Men,2015
02:33:46,20-24,Men,2015
02:33:52,25-29,Men,2015
02:33:54,35-39,Men,2015
02:34:04,30-34,Men,2015
02:34:08,25-29,Men,2015
02:34:10,25-29,Men,2015
02:34:12,20-24,Men,2015
02:34:16,25-29,Men,2015
02:34:34,30-34,Men,2015
02:34:38,35-39,Men,2015
02:34:40,30-34,Men,2015
02:35:02,35-39,Men,2015
02:35:05,25-29,Men,2015
02:35:16,20-24,Men,2015
02:35:18,35-39,Men,2015
02:35:18,25-29,Men,2015
02:35:20,25-29,Men,2015
02:35:31,20-24,Men,2015
02:35:43,20-24,Men,2015
02:35:44,25-29,Men,2015
02:35:48,30-34,Men,2015
02:35:50,35-39,Men,2015
02:35:51,30-34,Men,2015
02:35:51,25-29,Men,2015
02:36:03,35-39,Men,2015
02:36:31,40-44,Men,2015
02:36:31,40-44,Men,2015
02:36:38,20-24,Men,2015
02:36:39,30-34,Men,2015
02:36:39,35-39,Men,2015
02:36:44,25-29,Men,2015
02:36:46,30-34,Men,2015
02:36:51,25-29,Men,2015
02:36:53,45-49,Men,2015
02:37:03,30-34,Men,2015
02:37:30,20-24,Men,2015
02:37:33,25-29,Men,2015
02:37:34,30-34,Men,2015
02:37:38,35-39,Men,2015
02:37:45,25-29,Men,2015
02:37:57,45-49,Men,2015
02:38:01,25-29,Men,2015
02:38:01,25-29,Men,2015
02:38:02,40-44,Men,2015
02:38:04,35-39,Men,2015
02:38:12,25-29,Men,2015
02:38:18,30-34,Men,2015
02:38:24,35-39,Men,2015
02:38:35,25-29,Men,2015
02:38:58,35-39,Men,2015
02:38:58,20-24,Men,2015
02:39:02,25-29,Men,2015
02:39:03,40-44,Men,2015
02:39:09,30-34,Men,2015
02:39:17,25-29,Men,2015
02:39:18,35-39,Men,2015
02:39:19,30-34,Men,2015
02:39:24,25-29,Men,2015
02:39:25,30-34,Men,2015
02:39:30,40-44,Men,2015
02:39:30,35-39,Men,2015
02:39:46,30-34,Men,2015
02:39:47,40-44,Men,2015
02:39:50,25-29,Men,2015
02:39:51,25-29,Men,2015
02:39:55,30-34,Men,2015
02:39:55,25-29,Men,2015
02:40:16,25-29,Men,2015
02:40:30,25-29,Men,2015
02:40:31,40-44,Men,2015
02:40:34,40-44,Men,2015
02:40:38,30-34,Men,2015
02:40:41,40-44,Men,2015
02:40:43,35-39,Men,2015
02:40:45,25-29,Men,2015
02:40:45,20-24,Men,2015
02:40:51,25-29,Men,2015
02:41:12,25-29,Men,2015
02:41:20,30-34,Men,2015
02:41:25,25-29,Men,2015
02:41:48,40-44,Men,2015
02:41:51,30-34,Men,2015
02:41:56,30-34,Men,2015
02:42:04,30-34,Men,2015
02:42:12,25-29,Men,2015
02:42:13,45-49,Men,2015
02:42:15,30-34,Men,2015
02:42:16,30-34,Men,2015
02:42:17,20-24,Men,2015
02:42:24,25-29,Men,2015
02:42:25,25-29,Men,2015
02:42:27,25-29,Men,2015
02:42:43,25-29,Men,2015
02:42:47,25-29,Men,2015
02:42:56,25-29,Men,2015
02:43:00,30-34,Men,2015
02:43:01,30-34,Men,2015
02:43:04,35-39,Men,2015
02:43:08,45-49,Men,2015
02:43:15,25-29,Men,2015
02:43:16,35-39,Men,2015
02:43:17,25-29,Men,2015
02:43:17,35-39,Men,2015
02:43:19,25-29,Men,2015
02:43:21,45-49,Men,2015
02:43:21,30-34,Men,2015
02:43:21,40-44,Men,2015
02:43:22,30-34,Men,2015
02:43:23,20-24,Men,2015
02:43:28,50-54,Men,2015
02:43:34,30-34,Men,2015
02:43:34,35-39,Men,2015
02:43:35,55-59,Men,2015
02:43:42,45-49,Men,2015
02:43:43,25-29,Men,2015
02:43:43,25-29,Men,2015
02:43:44,35-39,Men,2015
02:43:47,25-29,Men,2015
02:43:52,35-39,Men,2015
02:43:57,30-34,Men,2015
02:43:57,45-49,Men,2015
02:43:58,45-49,Men,2015
02:44:03,30-34,Men,2015
02:44:04,20-24,Men,2015
02:44:05,40-44,Men,2015
02:44:13,25-29,Men,2015
02:44:13,30-34,Men,2015
02:44:14,20-24,Men,2015
02:44:16,25-29,Men,2015
02:44:16,35-39,Men,2015
02:44:19,40-44,Men,2015
02:44:19,30-34,Men,2015
02:44:22,45-49,Men,2015
02:44:24,25-29,Men,2015
02:44:26,40-44,Men,2015
02:44:28,35-39,Men,2015
02:44:31,40-44,Men,2015
02:44:35,30-34,Men,2015
02:44:36,50-54,Men,2015
02:44:36,45-49,Men,2015
02:44:41,50-54,Men,2015
02:44:46,30-34,Men,2015
02:44:48,30-34,Men,2015
02:44:49,30-34,Men,2015
02:44:50,35-39,Men,2015
02:44:50,40-44,Men,2015
02:44:51,30-34,Men,2015
02:44:53,25-29,Men,2015
02:44:55,25-29,Men,2015
02:44:56,40-44,Men,2015
02:45:06,45-49,Men,2015
02:45:07,25-29,Men,2015
02:45:09,30-34,Men,2015
02:45:11,40-44,Men,2015
02:45:12,30-34,Men,2015
02:45:16,25-29,Men,2015
02:45:16,20-24,Men,2015
02:45:17,35-39,Men,2015
02:45:18,35-39,Men,2015
02:45:23,30-34,Men,2015
02:45:26,60-64,Men,2015
02:45:29,25-29,Men,2015
02:45:32,30-34,Men,2015
02:45:43,20-24,Men,2015
02:45:44,30-34,Men,2015
