time,age,gender,year
02:03:45,25-29,Men,2013
02:03:52,25-29,Men,2013
02:05:16,25-29,Men,2013
02:06:56,25-29,Men,2013
02:09:45,30-34,Men,2013
02:10:10,20-24,Men,2013
02:10:29,25-29,Men,2013
02:11:19,25-29,Men,2013
02:11:29,30-34,Men,2013
02:12:28,30-34,Men,2013
02:12:40,25-29,Men,2013
02:13:09,25-29,Men,2013
02:13:52,25-29,Men,2013
02:13:52,25-29,Men,2013
02:13:54,25-29,Men,2013
02:15:01,30-34,Men,2013
02:15:18,35-39,Men,2013
02:15:35,30-34,Men,2013
02:16:17,25-29,Men,2013
02:16:57,30-34,Men,2013
02:17:38,25-29,Men,2013
02:17:45,25-29,Men,2013
02:18:14,25-29,Men,2013
02:18:39,35-39,Men,2013
02:18:52,20-24,Men,2013
02:19:30,30-34,Men,2013
02:19:56,25-29,Men,2013
02:20:40,25-29,Men,2013
02:20:46,25-29,Men,2013
02:21:32,25-29,Men,2013
02:21:43,30-34,Men,2013
02:21:57,30-34,Men,2013
02:22:39,25-29,Men,2013
02:22:44,30-34,Men,2013
02:23:01,40-44,Men,2013
02:23:16,25-29,Men,2013
02:23:28,25-29,Men,2013
02:23:47,25-29,Men,2013
02:23:59,20-24,Men,2013
02:24:11,30-34,Men,2013
02:24:28,25-29,Men,2013
02:25:11,25-29,Men,2013
02:25:36,35-39,Men,2013
02:25:41,25-29,Men,2013
02:25:45,25-29,Men,2013
02:25:59,20-24,Men,2013
02:26:02,35-39,Men,2013
02:26:21,20-24,Men,2013
02:26:28,30-34,Men,2013
02:26:38,25-29,Men,2013
02:26:46,25-29,Men,2013
02:27:09,35-39,Men,2013
02:27:14,30-34,Men,2013
02:27:42,30-34,Men,2013
02:27:52,35-39,Men,2013
02:27:52,25-29,Men,2013
02:27:57,25-29,Men,2013
02:27:59,40-44,Men,2013
02:28:16,30-34,Men,2013
02:28:20,30-34,Men,2013
02:28:31,25-29,Men,2013
02:28:33,35-39,Men,2013
02:28:44,30-34,Men,2013
02:28:53,30-34,Men,2013
02:29:18,20-24,Men,2013
02:29:37,25-29,Men,2013
02:29:55,20-24,Men,2013
02:30:13,30-34,Men,2013
02:30:37,20-24,Men,2013
02:30:46,35-39,Men,2013
02:30:52,40-44,Men,2013
02:31:04,45-49,Men,2013
02:31:04,35-39,Men,2013
02:31:08,30-34,Men,2013
02:31:13,30-34,Men,2013
02:31:36,30-34,Men,2013
02:31:36,35-39,Men,2013
02:31:45,30-34,Men,2013
02:31:50,25-29,Men,2013
02:31:52,35-39,Men,2013
02:32:15,45-49,Men,2013
02:32:22,35-39,Men,2013
02:32:32,25-29,Men,2013
02:32:43,25-29,Men,2013
02:32:49,20-24,Men,2013
02:32:54,30-34,Men,2013
02:32:58,25-29,Men,2013
02:33:18,30-34,Men,2013
02:33:25,25-29,Men,2013
02:33:38,35-39,Men,2013
02:33:40,30-34,Men,2013
02:33:45,25-29,Men,2013
02:34:02,30-34,Men,2013
02:34:13,25-29,Men,2013
02:34:24,40-44,Men,2013
02:34:40,40-44,Men,2013
02:35:12,40-44,Men,2013
02:35:34,40-44,Men,2013
02:35:35,25-29,Men,2013
02:35:50,20-24,Men,2013
02:36:11,25-29,Men,2013
02:36:14,40-44,Men,2013
02:36:27,30-34,Men,2013
02:36:35,25-29,Men,2013
02:36:37,25-29,Men,2013
02:36:49,35-39,Men,2013
02:36:58,35-39,Men,2013
02:37:09,25-29,Men,2013
02:37:13,35-39,Men,2013
02:37:21,30-34,Men,2013
02:37:32,35-39,Men,2013
02:37:33,30-34,Men,2013
02:37:35,35-39,Men,2013
02:37:37,35-39,Men,2013
02:37:41,30-34,Men,2013
02:37:44,30-34,Men,2013
02:37:46,30-34,Men,2013
02:37:53,20-24,Men,2013
02:37:53,30-34,Men,2013
02:38:01,40-44,Men,2013
02:38:03,25-29,Men,2013
02:38:04,30-34,Men,2013
02:38:09,25-29,Men,2013
02:38:10,25-29,Men,2013
02:38:11,30-34,Men,2013
02:38:14,25-29,Men,2013
02:38:15,20-24,Men,2013
02:38:26,40-44,Men,2013
02:38:30,30-34,Men,2013
02:38:36,30-34,Men,2013
02:38:36,25-29,Men,2013
02:38:37,20-24,Men,2013
02:38:57,35-39,Men,2013
02:38:58,25-29,Men,2013
02:39:03,25-29,Men,2013
02:39:06,25-29,Men,2013
02:39:21,25-29,Men,2013
02:39:26,30-34,Men,2013
02:39:27,25-29,Men,2013
02:39:30,30-34,Men,2013
02:39:37,35-39,Men,2013
02:39:49,25-29,Men,2013
02:39:50,30-34,Men,2013
02:39:56,35-39,Men,2013
02:40:05,35-39,Men,2013
02:40:23,35-39,Men,2013
02:40:37,30-34,Men,2013
02:40:37,35-39,Men,2013
02:40:39,40-44,Men,2013
02:40:44,30-34,Men,2013
02:40:46,30-34,Men,2013
02:40:50,25-29,Men,2013
02:40:53,20-24,Men,2013
02:40:56,45-49,Men,2013
02:41:03,30-34,Men,2013
02:41:05,35-39,Men,2013
02:41:15,30-34,Men,2013
02:41:17,25-29,Men,2013
02:41:21,35-39,Men,2013
02:41:22,25-29,Men,2013
02:41:29,30-34,Men,2013
02:41:38,20-24,Men,2013
02:41:38,25-29,Men,2013
02:41:44,45-49,Men,2013
02:41:47,50-54,Men,2013
02:41:50,40-44,Men,2013
02:41:59,35-39,Men,2013
02:41:59,35-39,Men,2013
02:42:13,30-34,Men,2013
02:42:19,55-59,Men,2013
02:42:27,30-34,Men,2013
02:42:30,30-34,Men,2013
02:42:32,25-29,Men,2013
02:42:46,25-29,Men,2013
02:42:51,30-34,Men,2013
02:42:54,20-24,Men,2013
02:42:56,25-29,Men,2013
02:42:59,25-29,Men,2013
02:43:01,35-39,Men,2013
02:43:03,30-34,Men,2013
02:43:04,40-44,Men,2013
02:43:09,25-29,Men,2013
02:43:10,35-39,Men,2013
02:43:19,25-29,Men,2013
02:43:25,35-39,Men,2013
02:43:35,30-34,Men,2013
02:43:36,40-44,Men,2013
02:43:38,40-44,Men,2013
02:43:38,35-39,Men,2013
02:43:44,30-34,Men,2013
02:43:44,35-39,Men,2013
02:43:45,35-39,Men,2013
02:43:46,25-29,Men,2013
02:43:47,45-49,Men,2013
02:43:48,35-39,Men,2013
02:43:52,45-49,Men,2013
02:43:56,30-34,Men,2013
02:44:06,35-39,Men,2013
02:44:06,40-44,Men,2013
02:44:09,30-34,Men,2013
02:44:14,30-34,Men,2013
02:44:15,35-39,Men,2013
02:44:16,35-39,Men,2013
02:44:16,35-39,Men,2013
02:44:25,30-34,Men,2013
02:44:29,30-34,Men,2013
02:44:29,50-54,Men,2013
02:44:31,35-39,Men,2013
02:44:32,40-44,Men,2013
02:44:42,30-34,Men,2013
02:44:43,35-39,Men,2013
02:44:45,30-34,Men,2013
02:44:47,40-44,Men,2013
02:44:50,25-29,Men,2013
02:44:52,40-44,Men,2013
02:44:53,30-34,Men,2013
02:44:53,30-34,Men,2013
02:44:56,35-39,Men,2013
02:44:56,25-29,Men,2013
02:44:56,35-39,Men,2013
02:44:58,35-39,Men,2013
02:45:00,40-44,Men,2013
02:45:07,40-44,Men,2013
02:45:10,25-29,Men,2013
02:45:20,30-34,Men,2013
02:45:25,25-29,Men,2013
02:45:27,40-44,Men,2013
02:45:27,20-24,Men,2013
02:45:30,25-29,Men,2013
02:45:32,30-34,Men,2013
02:45:37,50-54,Men,2013
02:45:38,35-39,Men,2013
02:45:49,35-39,Men,2013
02:45:50,40-44,Men,2013
02:45:58,25-29,Men,2013
02:46:00,25-29,Men,2013
02:46:03,20-24,Men,2013
02:46:05,25-29,Men,2013
02:46:05,20-24,Men,2013
02:46:21,30-34,Men,2013
02:46:21,30-34,Men,2013
02:46:22,20-24,Men,2013
02:46:25,30-34,Men,2013
02:46:27,45-49,Men,2013
02:46:32,35-39,Men,2013
02:46:34,30-34,Men,2013
02:46:36,35-39,Men,2013
02:46:46,45-49,Men,2013
02:46:46,30-34,Men,2013
02:46:51,30-34,Men,2013
02:46:56,25-29,Men,2013
02:46:56,25-29,Men,2013
02:47:01,25-29,Men,2013
02:47:04,40-44,Men,2013
02:47:07,45-49,Men,2013
02:47:08,20-24,Men,2013
02:47:09,25-29,Men,2013
02:47:10,30-34,Men,2013
02:47:18,20-24,Men,2013
02:47:24,35-39,Men,2013
02:47:26,40-44,Men,2013
02:47:26,35-39,Men,2013
02:47:27,30-34,Men,2013
02:47:27,25-29,Men,2013
02:47:29,35-39,Men,2013
02:47:30,25-29,Men,2013
02:47:31,30-34,Men,2013
02:47:32,30-34,Men,2013
02:47:36,35-39,Men,2013
02:47:38,25-29,Men,2013
02:47:40,30-34,Men,2013
02:47:41,30-34,Men,2013
02:47:42,25-29,Men,2013
02:47:44,35-39,Men,2013
02:47:46,30-34,Men,2013
02:47:48,35-39,Men,2013
02:47:48,25-29,Men,2013
02:47:51,30-34,Men,2013
02:47:52,30-34,Men,2013
02:48:01,20-24,Men,2013
02:48:04,40-44,Men,2013
02:48:05,35-39,Men,2013
02:48:05,40-44,Men,2013
02:48:07,35-39,Men,2013
02:48:11,25-29,Men,2013
02:48:11,45-49,Men,2013
02:48:14,25-29,Men,2013
02:48:20,25-29,Men,2013
02:48:22,30-34,Men,2013
02:48:22,25-29,Men,2013
02:48:23,45-49,Men,2013
02:48:24,30-34,Men,2013
02:48:25,35-39,Men,2013
02:48:29,50-54,Men,2013
02:48:30,50-54,Men,2013
02:48:34,25-29,Men,2013
02:48:35,25-29,Men,2013
02:48:36,40-44,Men,2013
02:48:36,25-29,Men,2013
02:48:37,35-39,Men,2013
02:48:37,50-54,Men,2013
02:48:37,40-44,Men,2013
02:48:37,35-39,Men,2013
02:48:41,30-34,Men,2013
02:48:46,25-29,Men,2013
02:48:46,25-29,Men,2013
02:48:47,35-39,Men,2013
02:48:55,30-34,Men,2013
02:48:56,30-34,Men,2013
02:48:57,25-29,Men,2013
02:48:58,25-29,Men,2013
02:49:00,25-29,Men,2013
02:49:01,30-34,Men,2013
02:49:01,45-49,Men,2013
02:49:04,50-54,Men,2013
02:49:06,20-24,Men,2013
02:49:09,20-24,Men,2013
02:49:11,45-49,Men,2013
02:49:12,35-39,Men,2013
02:49:13,25-29,Men,2013
02:49:14,35-39,Men,2013
02:49:14,40-44,Men,2013
02:49:19,20-24,Men,2013
02:49:19,30-34,Men,2013
02:49:20,35-39,Men,2013
02:49:21,50-54,Men,2013
02:49:21,30-34,Men,2013
02:49:22,50-54,Men,2013
02:49:22,20-24,Men,2013
02:49:25,30-34,Men,2013
