time,age,gender,year
02:18:47,25-29,Women,2001
02:24:54,25-29,Women,2001
02:26:04,30-34,Women,2001
02:26:08,30-34,Women,2001
02:28:59,30-34,Women,2001
02:32:19,30-34,Women,2001
02:34:02,25-29,Women,2001
02:41:51,40-44,Women,2001
02:42:27,35-39,Women,2001
02:43:06,35-39,Women,2001
02:45:28,30-34,Women,2001
02:46:33,25-29,Women,2001
02:46:42,30-34,Women,2001
02:48:07,40-44,Women,2001
02:48:09,35-39,Women,2001
02:49:42,20-24,Women,2001
02:49:48,25-29,Women,2001
02:51:40,20-24,Women,2001
02:52:19,25-29,Women,2001
02:53:00,30-34,Women,2001
02:53:29,30-34,Women,2001
02:54:03,40-44,Women,2001
02:54:25,20-24,Women,2001
02:54:28,35-39,Women,2001
02:54:39,30-34,Women,2001
02:55:10,40-44,Women,2001
02:56:09,30-34,Women,2001
02:56:13,25-29,Women,2001
02:56:18,30-34,Women,2001
02:56:32,25-29,Women,2001
02:56:45,35-39,Women,2001
02:58:38,40-44,Women,2001
02:58:46,45-49,Women,2001
02:59:00,30-34,Women,2001
02:59:03,25-29,Women,2001
02:59:05,35-39,Women,2001
02:59:09,25-29,Women,2001
02:59:20,35-39,Women,2001
02:59:37,20-24,Women,2001
02:59:56,20-24,Women,2001
03:00:30,25-29,Women,2001
03:00:36,25-29,Women,2001
03:00:39,25-29,Women,2001
03:01:23,30-34,Women,2001
03:01:47,25-29,Women,2001
03:02:00,25-29,Women,2001
03:02:57,35-39,Women,2001
03:03:17,35-39,Women,2001
03:03:35,35-39,Women,2001
03:03:43,25-29,Women,2001
03:03:45,20-24,Women,2001
03:03:51,40-44,Women,2001
03:04:05,35-39,Women,2001
03:04:08,25-29,Women,2001
03:04:09,25-29,Women,2001
03:04:15,30-34,Women,2001
03:04:22,25-29,Women,2001
03:04:26,35-39,Women,2001
03:04:34,40-44,Women,2001
03:04:37,25-29,Women,2001
03:04:59,40-44,Women,2001
03:05:02,25-29,Women,2001
03:05:18,20-24,Women,2001
03:05:20,30-34,Women,2001
03:05:21,20-24,Women,2001
03:05:23,30-34,Women,2001
