time,age,gender,year
02:23:45,30-34,Women,2004
02:24:33,30-34,Women,2004
02:25:01,30-34,Women,2004
02:26:21,30-34,Women,2004
02:28:22,25-29,Women,2004
02:28:28,20-24,Women,2004
02:28:33,35-39,Women,2004
02:30:21,30-34,Women,2004
02:32:04,25-29,Women,2004
02:33:36,40-44,Women,2004
02:35:24,35-39,Women,2004
02:39:12,30-34,Women,2004
02:40:34,25-29,Women,2004
02:46:31,30-34,Women,2004
02:47:56,30-34,Women,2004
02:48:03,25-29,Women,2004
02:50:08,30-34,Women,2004
02:50:22,30-34,Women,2004
02:51:03,20-24,Women,2004
02:51:30,25-29,Women,2004
02:52:11,45-49,Women,2004
02:52:40,25-29,Women,2004
02:52:49,30-34,Women,2004
02:52:49,25-29,Women,2004
02:53:35,35-39,Women,2004
02:53:39,30-34,Women,2004
02:54:38,30-34,Women,2004
02:54:41,20-24,Women,2004
02:54:57,40-44,Women,2004
02:55:00,35-39,Women,2004
02:55:56,25-29,Women,2004
02:57:21,25-29,Women,2004
02:57:36,30-34,Women,2004
02:57:55,25-29,Women,2004
02:58:11,25-29,Women,2004
02:58:26,25-29,Women,2004
02:58:29,40-44,Women,2004
02:58:34,35-39,Women,2004
02:58:38,20-24,Women,2004
02:58:45,40-44,Women,2004
02:58:59,20-24,Women,2004
02:59:11,25-29,Women,2004
02:59:22,25-29,Women,2004
02:59:24,35-39,Women,2004
02:59:30,35-39,Women,2004
02:59:36,25-29,Women,2004
02:59:39,30-34,Women,2004
03:00:03,25-29,Women,2004
03:00:14,25-29,Women,2004
03:00:30,30-34,Women,2004
03:00:39,30-34,Women,2004
03:00:42,30-34,Women,2004
03:00:50,35-39,Women,2004
03:01:00,40-44,Women,2004
03:01:37,20-24,Women,2004
03:01:41,25-29,Women,2004
03:03:13,25-29,Women,2004
03:03:19,25-29,Women,2004
03:03:23,25-29,Women,2004
03:03:32,20-24,Women,2004
03:03:47,30-34,Women,2004
03:04:20,25-29,Women,2004
03:04:30,40-44,Women,2004
03:04:32,30-34,Women,2004
03:04:51,20-24,Women,2004
03:05:03,35-39,Women,2004
03:05:04,30-34,Women,2004
03:05:19,20-24,Women,2004
03:05:20,20-24,Women,2004
03:05:21,45-49,Women,2004
03:05:31,25-29,Women,2004
03:05:38,25-29,Women,2004
03:05:47,30-34,Women,2004
03:05:59,40-44,Women,2004
03:06:00,45-49,Women,2004
03:06:00,30-34,Women,2004
03:06:27,45-49,Women,2004
03:06:37,45-49,Women,2004
03:07:08,45-49,Women,2004
03:07:22,30-34,Women,2004
03:07:30,30-34,Women,2004
03:07:56,25-29,Women,2004
03:08:11,50-54,Women,2004
03:08:16,25-29,Women,2004
03:08:32,25-29,Women,2004
03:08:44,35-39,Women,2004
03:08:46,25-29,Women,2004
03:08:48,20-24,Women,2004
03:08:52,35-39,Women,2004
03:08:57,30-34,Women,2004
03:08:57,30-34,Women,2004
03:09:02,30-34,Women,2004
03:09:12,25-29,Women,2004
03:09:19,20-24,Women,2004
03:09:26,20-24,Women,2004
03:09:29,35-39,Women,2004
03:09:35,35-39,Women,2004
03:09:36,30-34,Women,2004
03:09:42,25-29,Women,2004
03:09:51,25-29,Women,2004
03:09:55,25-29,Women,2004
03:10:00,50-54,Women,2004
03:10:02,20-24,Women,2004
03:10:14,20-24,Women,2004
03:10:22,20-24,Women,2004
03:10:23,30-34,Women,2004
03:10:50,25-29,Women,2004
03:10:50,30-34,Women,2004
03:10:51,25-29,Women,2004
03:10:56,40-44,Women,2004
03:10:57,25-29,Women,2004
03:11:00,35-39,Women,2004
03:11:17,35-39,Women,2004
03:11:19,30-34,Women,2004
03:11:24,25-29,Women,2004
03:11:24,45-49,Women,2004
03:11:35,25-29,Women,2004
03:11:37,35-39,Women,2004
