groups,times
M24,2:54:52
M28,2:54:54
M20,2:54:55
M24,2:54:55
M28,2:54:57
M37,2:54:58
M26,2:55:00
M41,2:55:01
M23,2:55:02
F22,2:55:03
M40,2:55:05
M28,2:55:05
M35,2:55:06
M30,2:55:09
M44,2:55:10
M40,2:55:10
M47,2:55:11
M42,2:55:15
M33,2:55:15
M43,2:55:16
M35,2:55:16
M26,2:55:17
M35,2:55:17
M26,2:55:18
M37,2:55:19
M32,2:55:23
M33,2:55:24
M32,2:55:25
M35,2:55:25
M22,2:55:27
M46,2:55:28
M44,2:55:29
M30,2:55:33
M26,2:55:34
M31,2:55:35
M32,2:55:36
M51,2:55:38
M22,2:55:43
M32,2:55:44
M35,2:55:45
M36,2:55:46
M24,2:55:47
M33,2:55:47
M24,2:55:48
M45,2:55:48
M31,2:55:49
M25,2:55:51
M29,2:55:52
M32,2:55:53
M29,2:55:56
M19,2:55:57
M26,2:55:59
M27,2:56:00
M33,2:56:04
M28,2:56:07
M29,2:56:07
M22,2:56:08
F32,2:56:08
M36,2:56:10
M18,2:56:11
M25,2:56:12
M57,2:56:15
M32,2:56:17
M36,2:56:18
M37,2:56:19
M25,2:56:19
M39,2:56:20
M33,2:56:21
F28,2:56:22
M20,2:56:23
M30,2:56:24
M30,2:56:25
M41,2:56:26
M39,2:56:26
M43,2:56:27
M27,2:56:28
M53,2:56:29
M27,2:56:30
M32,2:56:32
M27,2:56:34
M37,2:56:35
M35,2:56:37
M21,2:56:39
M33,2:56:39
M22,2:56:40
M50,2:56:41
M28,2:56:44
M41,2:56:44
M33,2:56:45
M29,2:56:48
M23,2:56:51
M28,2:56:53
M32,2:56:58
M37,2:57:02
M29,2:57:03
M29,2:57:03
M39,2:57:03
M34,2:57:04
M25,2:57:05
M30,2:57:07
M25,2:57:08
M22,2:57:10
M17,2:57:10
M24,2:57:11
M28,2:57:13
M46,2:57:13
M29,2:57:14
M35,2:57:15
M39,2:57:16
M32,2:57:17
M40,2:57:17
M33,2:57:22
M20,2:57:23
M27,2:57:24
M35,2:57:25
M39,2:57:26
M26,2:57:28
M25,2:57:31
M34,2:57:31
M25,2:57:35
M27,2:57:36
M31,2:57:39
M34,2:57:39
M54,2:57:40
M27,2:57:43
M35,2:57:44
M29,2:57:45
M24,2:57:46
M23,2:57:47
M41,2:57:50
M23,2:57:51
M31,2:58:06
M40,2:58:06
M44,2:58:07
M24,2:58:08
M24,2:58:14
M35,2:58:15
M22,2:58:17
M34,2:58:17
M34,2:58:29
M29,2:58:32
M30,2:58:33
M42,2:58:34
M42,2:58:35
M34,2:58:35
M27,2:58:36
M35,2:58:39
M29,2:58:41
F32,2:58:43
M45,2:58:44
M27,2:58:48
M23,2:58:48
M32,2:58:49
M45,2:58:51
M27,2:58:52
M33,2:58:54
M30,2:58:55
M39,2:58:57
M28,2:58:59
M32,2:59:00
M35,2:59:02
M48,2:59:03
M19,2:59:03
M32,2:59:04
M18,2:59:09
M33,2:59:11
M33,2:59:15
M25,2:59:18
M25,2:59:21
M42,2:59:22
M28,2:59:24
M46,2:59:30
M47,2:59:31
M33,2:59:32
M30,2:59:33
M29,2:59:34
M38,2:59:36
M24,2:59:39
M31,2:59:40
M26,2:59:41
M25,2:59:42
M42,2:59:43
M20,2:59:44
M29,2:59:46
M35,2:59:48
M24,2:59:50
F46,3:00:12
M35,3:00:13
M29,3:00:21
M32,3:00:22
M31,3:00:23
M25,3:00:25
M29,3:00:28
M42,3:00:30
M48,3:00:33
M30,3:00:34
M52,3:00:36
M18,3:00:39
M20,3:00:45
M27,3:00:46
M34,3:00:50
M31,3:00:56
M26,3:00:57
M22,3:00:58
M31,3:01:00
M35,3:01:01
M23,3:01:02
M29,3:01:03
M34,3:01:10
M34,3:01:16
M27,3:01:16
M39,3:01:17
M35,3:01:18
M34,3:01:19
M35,3:01:20
M31,3:01:23
M28,3:01:25
M28,3:01:26
M24,3:01:30
M24,3:01:32
M29,3:01:33
M25,3:01:40
M38,3:01:44
M31,3:01:51
M46,3:01:52
M30,3:01:55
M27,3:01:56
M37,3:01:56
M30,3:01:58
M43,3:01:59
M38,3:02:00
M35,3:02:00
M35,3:02:02
M29,3:02:02
M29,3:02:03
M31,3:02:03
M25,3:02:04
M26,3:02:05
M27,3:02:05
M30,3:02:06
M29,3:02:07
M18,3:02:07
M38,3:02:09
M33,3:02:13
M32,3:02:17
M44,3:02:18
M53,3:02:22
M20,3:02:22
M31,3:02:24
M41,3:02:25
M32,3:02:27
M34,3:02:30
M30,3:02:35
M26,3:02:36
M24,3:02:38
M37,3:02:42
M28,3:02:44
F24,3:02:46
M25,3:02:47
M44,3:02:49
M42,3:02:50
M30,3:02:51
M34,3:02:58
M31,3:02:59
M48,3:03:01
M25,3:03:07
M21,3:03:14
M37,3:03:20
M44,3:03:21
M22,3:03:24
M35,3:03:26
M40,3:03:29
M30,3:03:34
M30,3:03:40
M28,3:03:41
M22,3:03:42
M25,3:03:43
M32,3:03:45
M26,3:03:48
M22,3:03:55
M36,3:03:56
M19,3:03:58
M31,3:03:59
M33,3:04:02
M32,3:04:04
M37,3:04:05
M47,3:04:05
M41,3:04:06
M30,3:04:06
M29,3:04:07
M34,3:04:08
M42,3:04:09
M23,3:04:10
M31,3:04:11
M35,3:04:12
M41,3:04:14
M28,3:04:16
M40,3:04:16
M26,3:04:20
M23,3:04:23
M35,3:04:24
M51,3:04:27
M36,3:04:29
M38,3:04:30
M20,3:04:34
M40,3:04:35
F24,3:04:35
M34,3:04:36
M31,3:04:37
M45,3:04:39
M48,3:04:40
M28,3:04:43
M25,3:04:47
M39,3:04:54
M25,3:05:00
M24,3:05:00
M38,3:05:06
M53,3:05:11
M41,3:05:13
M29,3:05:15
M36,3:05:15
M39,3:05:16
M27,3:05:18
M19,3:05:18
M30,3:05:19
M26,3:05:21
M28,3:05:23
M28,3:05:24
M32,3:05:28
M40,3:05:30
M30,3:05:31
M39,3:05:32
M22,3:05:33
M42,3:05:33
M25,3:05:34
M30,3:05:38
M50,3:05:39
M32,3:05:43
M24,3:05:44
M22,3:05:45
M27,3:05:45
M35,3:05:46
M31,3:05:47
M30,3:05:48
M36,3:05:50
M37,3:05:51
M25,3:05:52
M42,3:05:54
M42,3:05:56
M33,3:05:56
M25,3:05:57
M30,3:05:57
M33,3:06:00
M29,3:06:07
M54,3:06:08
M30,3:06:09
M26,3:06:11
M53,3:06:12
M33,3:06:13
M31,3:06:15
M27,3:06:20
M25,3:06:23
M38,3:06:24
M42,3:06:27
M24,3:06:29
M41,3:06:30
M23,3:06:31
M27,3:06:32
F47,3:06:33
M25,3:06:34
M25,3:06:42
M38,3:06:45
M43,3:06:48
M33,3:06:51
M32,3:06:52
M29,3:06:53
M33,3:06:56
M31,3:06:57
M23,3:06:59
M29,3:07:00
M37,3:07:01
M25,3:07:02
M47,3:07:04
M22,3:07:04
M56,3:07:04
M28,3:07:05
M25,3:07:05
M23,3:07:07
M24,3:07:08
M18,3:07:12
M24,3:07:12
M48,3:07:13
M22,3:07:14
F21,3:07:17
M46,3:07:18
M46,3:07:20
M36,3:07:30
M37,3:07:31
M37,3:07:36
M28,3:07:38
M35,3:07:39
M28,3:07:40
F18,3:07:43
M33,3:07:44
M23,3:07:49
M45,3:07:51
M33,3:07:53
M25,3:07:58
M35,3:08:00
M41,3:08:01
M30,3:08:04
M34,3:08:06
M27,3:08:07
M19,3:08:09
M34,3:08:13
M38,3:08:17
M35,3:08:19
M25,3:08:20
M30,3:08:21
M23,3:08:23
M38,3:08:23
M30,3:08:26
M40,3:08:28
M31,3:08:29
M40,3:08:32
M31,3:08:33
M48,3:08:35
M54,3:08:35
M52,3:08:37
M25,3:08:43
M30,3:08:44
M48,3:08:44
M31,3:08:47
M19,3:08:48
M20,3:08:49
M32,3:08:49
M35,3:08:52
M26,3:08:53
M29,3:08:58
M41,3:08:58
F29,3:09:00
M26,3:09:01
M39,3:09:02
M35,3:09:04
M31,3:09:06
M25,3:09:07
M30,3:09:07
M24,3:09:08
M43,3:09:12
M41,3:09:13
M29,3:09:13
M20,3:09:16
M34,3:09:17
M26,3:09:17
M46,3:09:20
M30,3:09:21
M23,3:09:23
M47,3:09:25
M33,3:09:28
M40,3:09:29
M28,3:09:30
M39,3:09:31
M44,3:09:32
M50,3:09:33
M38,3:09:33
M31,3:09:34
M38,3:09:35
M26,3:09:36
M30,3:09:37
M35,3:09:38
M39,3:09:39
M35,3:09:44
M26,3:09:45
M25,3:09:49
M30,3:09:50
M27,3:09:51
M33,3:09:52
M34,3:09:53
M30,3:09:54
M31,3:09:55
M37,3:09:57
M52,3:09:58
M33,3:09:59
M34,3:10:00
M30,3:10:03
M41,3:10:07
M42,3:10:08
M28,3:10:10
M23,3:10:12
M43,3:10:13
M34,3:10:16
M32,3:10:23
M58,3:10:24
M29,3:10:24
M46,3:10:28
M34,3:10:28
M36,3:10:29
M33,3:10:29
F27,3:10:30
M28,3:10:30
M20,3:10:32
M37,3:10:32
M31,3:10:33
M29,3:10:35
M25,3:10:40
M29,3:10:42
F32,3:10:44
M34,3:10:46
M31,3:10:46
M23,3:10:47
M34,3:10:49
M28,3:10:50
M39,3:11:10
M34,3:11:11
M40,3:11:14
M37,3:11:16
M30,3:11:16
M15,3:11:19
M21,3:11:20
M23,3:11:21
M47,3:11:22
M34,3:11:23
M54,3:11:24
M26,3:11:26
M42,3:11:28
M30,3:11:29
M53,3:11:31
M48,3:11:34
M38,3:11:35
M17,3:11:36
M37,3:11:36
M34,3:11:37
M37,3:11:39
M22,3:11:42
M31,3:11:43
M29,3:11:47
M18,3:11:49
M28,3:11:51
M30,3:11:51
M42,3:11:53
M40,3:11:53
M37,3:11:54
M31,3:11:57
M41,3:12:03
M36,3:12:04
M27,3:12:06
M37,3:12:09
M33,3:12:10
M34,3:12:11
M42,3:12:14
M30,3:12:14
M41,3:12:15
M25,3:12:18
M42,3:12:25
M35,3:12:29
M34,3:12:32
M26,3:12:32
M40,3:12:33
M42,3:12:34
M29,3:12:39
M43,3:12:43
M31,3:12:45
M26,3:12:47
M38,3:12:48
M55,3:12:50
M45,3:12:51
M46,3:12:53
M26,3:12:54
M37,3:13:03
M41,3:13:05
M48,3:13:06
M40,3:13:08
M47,3:13:09
M27,3:13:10
M27,3:13:11
M28,3:13:12
M45,3:13:17
M31,3:13:18
M36,3:13:21
M48,3:13:22
M32,3:13:23
M27,3:13:24
M42,3:13:24
M27,3:13:25
M23,3:13:26
M34,3:13:27
M37,3:13:29
M35,3:13:30
M23,3:13:37
M25,3:13:38
M38,3:13:38
M34,3:13:42
M36,3:13:43
M30,3:13:49
F23,3:13:52
M37,3:13:53
M29,3:13:54
M42,3:13:54
F29,3:13:57
M31,3:13:58
M41,3:13:59
M19,3:14:01
M30,3:14:03
M37,3:14:04
M37,3:14:06
M45,3:14:07
M42,3:14:08
M28,3:14:08
M32,3:14:09
M35,3:14:10
M29,3:14:11
M21,3:14:11
M34,3:14:12
M66,3:14:12
M29,3:14:13
M28,3:14:13
M24,3:14:14
M26,3:14:15
M33,3:14:15
M23,3:14:18
M25,3:14:22
M32,3:14:24
M37,3:14:25
M32,3:14:26
M51,3:14:27
M36,3:14:27
M35,3:14:28
M32,3:14:28
M30,3:14:29
M26,3:14:31
F26,3:14:32
M30,3:14:33
M38,3:14:34
M44,3:14:36
M37,3:14:38
M21,3:14:39
M23,3:14:42
M37,3:14:42
M18,3:14:45
M40,3:14:46
M28,3:14:49
M19,3:14:52
M45,3:14:54
M50,3:14:55
M42,3:14:58
M26,3:15:00
M41,3:15:02
M31,3:15:02
M31,3:15:03
M29,3:15:04
M23,3:15:05
M27,3:15:05
M32,3:15:10
M36,3:15:11
M39,3:15:11
M41,3:15:12
M34,3:15:13
M33,3:15:14
M40,3:15:15
M29,3:15:16
M29,3:15:17
M31,3:15:19
M33,3:15:21
M27,3:15:23
M26,3:15:27
M24,3:15:27
M36,3:15:27
M36,3:15:28
M41,3:15:28
M29,3:15:29
M27,3:15:30
M27,3:15:33
M49,3:15:34
M41,3:15:35
M37,3:15:36
M28,3:15:38
M41,3:15:40
M28,3:15:41
M28,3:15:41
M34,3:15:43
M27,3:15:43
M29,3:15:44
M30,3:15:44
M33,3:15:48
F29,3:15:54
M51,3:15:56
M58,3:15:57
M36,3:15:58
M35,3:15:58
M31,3:16:01
M54,3:16:05
M38,3:16:05
M23,3:16:10
M44,3:16:10
M43,3:16:12
M41,3:16:13
M31,3:16:13
M36,3:16:14
M19,3:16:15
M29,3:16:17
M37,3:16:18
M23,3:16:18
M32,3:16:19
M29,3:16:22
M22,3:16:23
M39,3:16:24
M44,3:16:26
M28,3:16:33
M30,3:16:35
M40,3:16:36
M29,3:16:39
M31,3:16:41
M31,3:16:42
M44,3:16:43
M30,3:16:44
M24,3:16:45
M34,3:16:47
M29,3:16:47
M42,3:16:48
M26,3:16:48
M31,3:16:49
M25,3:16:51
M31,3:16:52
M45,3:16:53
M28,3:16:54
M15,3:16:55
M42,3:16:56
M33,3:16:56
M26,3:16:58
M35,3:17:00
M43,3:17:00
M20,3:17:02
M34,3:17:02
M33,3:17:06
M44,3:17:07
M25,3:17:08
M27,3:17:08
M45,3:17:10
M33,3:17:10
M38,3:17:11
M31,3:17:11
M34,3:17:17
M41,3:17:19
M41,3:17:22
M26,3:17:24
M50,3:17:24
M29,3:17:25
M22,3:17:25
M29,3:17:26
M33,3:17:29
M27,3:17:30
M29,3:17:31
M42,3:17:35
M24,3:17:36
M24,3:17:36
M25,3:17:37
M27,3:17:40
M36,3:17:41
M53,3:17:41
M43,3:17:42
M39,3:17:43
M49,3:17:44
M38,3:17:46
M39,3:17:48
M46,3:17:49
M38,3:17:52
M39,3:17:52
M27,3:17:53
M39,3:17:53
M24,3:17:54
M29,3:17:55
M38,3:17:56
M35,3:17:57
M28,3:17:58
M32,3:17:58
M26,3:17:59
M29,3:17:59
M24,3:18:00
M24,3:18:00
M28,3:18:02
M30,3:18:03
M29,3:18:04
M42,3:18:04
M38,3:18:06
M43,3:18:07
M24,3:18:11
M33,3:18:11
M18,3:18:13
F32,3:18:14
M31,3:18:14
M32,3:18:14
M28,3:18:17
M36,3:18:17
M35,3:18:19
M34,3:18:20
M30,3:18:21
M39,3:18:22
F35,3:18:23
M33,3:18:23
M35,3:18:24
M25,3:18:30
M48,3:18:31
M47,3:18:32
M39,3:18:32
M35,3:18:33
M29,3:18:33
M29,3:18:37
M34,3:18:38
M37,3:18:40
M16,3:18:41
M46,3:18:42
M31,3:18:45
M21,3:18:48
M33,3:18:48
M54,3:18:49
M40,3:18:50
M35,3:18:50
M33,3:18:51
M19,3:18:51
M34,3:18:53
M17,3:18:54
M38,3:18:56
M26,3:18:56
M17,3:18:57
M34,3:18:59
M24,3:18:59
M26,3:18:59
M22,3:19:01
M26,3:19:03
M27,3:19:05
M37,3:19:05
M24,3:19:07
M38,3:19:07
M34,3:19:08
M41,3:19:10
M46,3:19:10
M28,3:19:11
M34,3:19:13
M37,3:19:16
M45,3:19:17
M35,3:19:18
M26,3:19:20
M22,3:19:26
M24,3:19:27
M21,3:19:28
M23,3:19:32
M26,3:19:34
M37,3:19:36
M47,3:19:36
M28,3:19:39
M43,3:19:40
F32,3:19:42
M37,3:19:43
M23,3:19:46
M35,3:19:46
M32,3:19:49
M45,3:19:51
M24,3:19:51
M26,3:19:52
M34,3:19:52
M25,3:19:53
M35,3:19:54
M48,3:19:57
M39,3:19:58
M42,3:19:59
M30,3:20:01
M45,3:20:02
M35,3:20:04
M38,3:20:04
M23,3:20:08
M41,3:20:11
M33,3:20:15
M29,3:20:17
M31,3:20:19
M18,3:20:20
M54,3:20:21
M43,3:20:22
M37,3:20:22
M33,3:20:23
M34,3:20:26
M49,3:20:27
M31,3:20:28
M30,3:20:29
M38,3:20:30
M35,3:20:32
M27,3:20:33
M25,3:20:33
M22,3:20:37
M25,3:20:37
M63,3:20:40
M41,3:20:41
M28,3:20:42
M41,3:20:43
M28,3:20:44
M47,3:20:44
M36,3:20:45
M41,3:20:45
M26,3:20:46
M24,3:20:47
M31,3:20:48
M25,3:20:50
M25,3:20:52
F29,3:20:53
M29,3:20:53
M32,3:20:54
M37,3:20:56
M35,3:20:56
M28,3:20:58
M37,3:20:58
M26,3:20:59
M33,3:21:00
M40,3:21:04
M51,3:21:07
M22,3:21:08
M30,3:21:08
M37,3:21:09
M25,3:21:10
M32,3:21:11
M31,3:21:13
M31,3:21:13
M25,3:21:21
M39,3:21:25
M50,3:21:27
M32,3:21:29
M30,3:21:31
M50,3:21:32
M33,3:21:32
M37,3:21:33
M43,3:21:34
M39,3:21:37
M27,3:21:37
M32,3:21:38
M29,3:21:40
M33,3:21:42
M35,3:21:43
M49,3:21:44
M26,3:21:45
M42,3:21:46
M20,3:21:48
M23,3:21:48
M42,3:21:49
M28,3:21:52
M34,3:21:54
M39,3:21:58
M33,3:21:59
M31,3:22:00
M34,3:22:01
M48,3:22:05
M38,3:22:06
M26,3:22:06
M38,3:22:09
M29,3:22:11
M22,3:22:12
M25,3:22:14
M26,3:22:18
F22,3:22:19
M44,3:22:20
M40,3:22:23
M50,3:22:27
M24,3:22:28
M29,3:22:29
M44,3:22:30
M25,3:22:30
M29,3:22:32
M49,3:22:32
M35,3:22:34
M35,3:22:35
M38,3:22:38
M41,3:22:38
M36,3:22:40
M27,3:22:41
M25,3:22:42
M26,3:22:42
M39,3:22:43
M34,3:22:44
M54,3:22:45
M37,3:22:46
M36,3:22:47
M27,3:22:47
M24,3:22:48
M33,3:22:49
M43,3:22:49
M43,3:22:50
M41,3:22:52
M34,3:22:54
M43,3:22:55
M43,3:22:56
M46,3:22:58
M35,3:22:59
M25,3:23:02
M33,3:23:03
M38,3:23:04
M30,3:23:06
M28,3:23:07
M44,3:23:08
M26,3:23:10
M30,3:23:11
M24,3:23:13
M50,3:23:15
M52,3:23:15
M34,3:23:20
M27,3:23:22
M23,3:23:23
M31,3:23:23
M32,3:23:24
M29,3:23:25
M40,3:23:25
M27,3:23:26
M47,3:23:27
M34,3:23:29
M25,3:23:30
M47,3:23:31
M30,3:23:31
M52,3:23:34
M36,3:23:35
M28,3:23:37
M24,3:23:37
M34,3:23:41
M30,3:23:46
M40,3:23:50
M48,3:23:51
M25,3:23:54
M33,3:23:57
M33,3:23:58
M20,3:24:00
M26,3:24:02
M45,3:24:04
M29,3:24:04
M27,3:24:05
M34,3:24:06
M23,3:24:08
M29,3:24:12
M21,3:24:14
M31,3:24:15
F32,3:24:16
M45,3:24:16
M39,3:24:19
M39,3:24:20
M35,3:24:20
M33,3:24:22
M30,3:24:23
M33,3:24:25
M26,3:24:26
M40,3:24:27
M34,3:24:31
M41,3:24:32
M36,3:24:33
M43,3:24:35
M23,3:24:41
M31,3:24:43
M36,3:24:44
M50,3:24:45
M34,3:24:46
M53,3:24:46
M53,3:24:47
