groups,times
M30,2:31:39
M19,2:35:44
M35,2:39:19
M35,2:44:09
M50,2:44:15
M35,2:45:38
M17,2:48:35
M35,2:49:50
M35,2:51:04
M26,2:52:59
M25,2:55:33
M35,2:55:59
M35,2:56:21
M41,2:56:28
M35,2:57:58
M35,2:59:19
M35,3:01:48
M35,3:01:48
M28,3:02:02
M35,3:05:46
M35,3:07:09
M35,3:08:11
M44,3:11:11
M35,3:17:45
M19,3:18:19
M48,3:18:24
M35,3:19:05
M35,3:19:47
M35,3:20:36
M35,3:20:36
M35,3:21:23
M16,3:22:04
M35,3:33:48
M35,3:36:03
M40,3:38:49
M35,3:42:45
M35,3:46:36
M35,3:48:57
M35,3:49:49
M35,3:57:30
M35,4:00:53
M35,4:05:57
M35,4:07:00
M35,4:07:48
M38,4:12:09
M35,4:14:25
M35,4:19:21
M35,4:24:27
M35,4:35:19
M35,4:35:20
M35,4:36:57
M35,4:39:01
M35,4:46:57
M35,5:07:32
M35,5:10:34
