age,male,time_seconds,year
20,1,7671,2016
26,1,7733,2016
39,1,7883,2016
30,1,7909,2016
31,1,7921,2016
27,1,7986,2016
30,1,8058,2016
28,1,8109,2016
35,1,8146,2016
30,1,8194,2016
31,1,8234,2016
27,1,8277,2016
30,1,8354,2016
27,1,8374,2016
23,1,8401,2016
34,1,8408,2016
28,1,8415,2016
32,1,8454,2016
29,1,8469,2016
31,1,8487,2016
33,1,8520,2016
36,1,8530,2016
23,1,8605,2016
31,1,8642,2016
34,0,8666,2016
25,1,8675,2016
39,1,8734,2016
30,1,8756,2016
30,1,8799,2016
31,1,8810,2016
35,1,8821,2016
25,1,8822,2016
23,1,8829,2016
30,1,8862,2016
30,0,8881,2016
32,0,8893,2016
28,1,8904,2016
38,1,8942,2016
28,0,8948,2016
38,1,8952,2016
35,1,8985,2016
41,1,8990,2016
29,1,9007,2016
28,1,9039,2016
30,1,9041,2016
34,1,9044,2016
30,1,9157,2016
31,1,9160,2016
31,0,9184,2016
42,1,9198,2016
26,1,9204,2016
28,1,9206,2016
31,0,9208,2016
29,1,9213,2016
31,1,9218,2016
38,1,9220,2016
32,0,9230,2016
43,1,9259,2016
34,1,9273,2016
35,1,9280,2016
31,1,9281,2016
30,1,9282,2016
35,1,9289,2016
26,0,9295,2016
26,1,9321,2016
41,1,9327,2016
33,1,9336,2016
28,1,9350,2016
31,1,9355,2016
36,1,9365,2016
36,1,9367,2016
33,0,9372,2016
29,1,9389,2016
19,1,9399,2016
42,1,9407,2016
35,1,9407,2016
33,1,9408,2016
20,0,9427,2016
30,0,9431,2016
24,1,9446,2016
40,1,9455,2016
36,1,9460,2016
28,1,9467,2016
30,1,9477,2016
20,1,9477,2016
31,1,9482,2016
24,1,9482,2016
33,1,9491,2016
36,1,9502,2016
42,1,9514,2016
32,1,9518,2016
46,1,9519,2016
40,0,9526,2016
42,1,9541,2016
44,1,9543,2016
42,1,9552,2016
27,0,9554,2016
33,1,9565,2016
45,1,9566,2016
26,1,9568,2016
32,1,9575,2016
32,1,9576,2016
29,1,9578,2016
27,1,9586,2016
24,1,9624,2016
28,1,9624,2016
21,1,9644,2016
33,1,9649,2016
29,1,9650,2016
36,1,9651,2016
42,1,9652,2016
32,1,9656,2016
43,1,9658,2016
46,1,9661,2016
30,0,9661,2016
27,1,9662,2016
43,0,9668,2016
44,1,9670,2016
35,1,9690,2016
30,0,9698,2016
38,1,9699,2016
27,1,9705,2016
28,1,9706,2016
38,1,9707,2016
31,1,9710,2016
36,1,9711,2016
42,1,9713,2016
35,1,9722,2016
29,1,9729,2016
34,1,9729,2016
36,1,9729,2016
23,1,9730,2016
23,1,9735,2016
35,1,9735,2016
28,1,9736,2016
21,1,9744,2016
37,1,9745,2016
38,1,9749,2016
40,1,9755,2016
28,1,9755,2016
30,1,9756,2016
32,0,9757,2016
39,1,9759,2016
38,1,9772,2016
32,1,9774,2016
23,1,9777,2016
30,1,9779,2016
33,1,9793,2016
31,1,9796,2016
31,1,9798,2016
42,1,9801,2016
50,1,9807,2016
43,1,9807,2016
33,1,9808,2016
38,1,9811,2016
33,1,9811,2016
46,1,9818,2016
47,1,9819,2016
40,1,9819,2016
30,1,9820,2016
40,1,9820,2016
23,1,9823,2016
32,1,9823,2016
30,1,9823,2016
30,1,9829,2016
56,1,9834,2016
43,1,9837,2016
31,1,9838,2016
42,1,9839,2016
29,1,9846,2016
35,1,9852,2016
41,1,9855,2016
31,1,9855,2016
34,1,9856,2016
34,1,9873,2016
37,1,9873,2016
25,1,9873,2016
29,1,9875,2016
34,1,9875,2016
30,1,9878,2016
27,1,9881,2016
41,1,9883,2016
39,1,9885,2016
30,1,9888,2016
32,1,9890,2016
21,1,9891,2016
25,1,9895,2016
45,1,9895,2016
36,1,9896,2016
27,1,9920,2016
43,1,9921,2016
31,0,9922,2016
28,1,9925,2016
29,1,9927,2016
34,1,9927,2016
25,0,9929,2016
31,0,9931,2016
32,1,9940,2016
37,1,9943,2016
29,1,9947,2016
35,1,9947,2016
25,1,9948,2016
29,1,9949,2016
38,1,9951,2016
35,1,9951,2016
34,1,9952,2016
29,1,9960,2016
41,1,9971,2016
28,1,9972,2016
21,1,9974,2016
37,1,9976,2016
33,1,9979,2016
31,1,9988,2016
33,1,9989,2016
30,1,9989,2016
56,1,9998,2016
49,1,10001,2016
41,1,10003,2016
29,1,10003,2016
32,1,10004,2016
31,1,10004,2016
33,1,10006,2016
21,1,10007,2016
38,1,10010,2016
37,1,10010,2016
39,1,10011,2016
42,1,10011,2016
23,1,10013,2016
34,1,10013,2016
24,1,10016,2016
28,1,10018,2016
32,1,10020,2016
28,1,10023,2016
38,1,10026,2016
38,1,10026,2016
47,1,10027,2016
45,1,10030,2016
24,1,10030,2016
35,1,10032,2016
43,1,10032,2016
26,1,10037,2016
25,1,10039,2016
26,1,10041,2016
26,1,10043,2016
28,1,10043,2016
36,1,10044,2016
32,1,10045,2016
41,1,10046,2016
27,1,10047,2016
24,1,10054,2016
41,1,10059,2016
38,1,10062,2016
32,1,10064,2016
30,1,10066,2016
27,1,10068,2016
26,1,10069,2016
40,1,10069,2016
48,1,10073,2016
41,1,10076,2016
30,1,10080,2016
44,1,10086,2016
45,1,10086,2016
36,1,10087,2016
28,1,10089,2016
37,1,10091,2016
26,1,10092,2016
37,1,10092,2016
30,1,10093,2016
38,0,10093,2016
55,1,10094,2016
43,1,10096,2016
45,1,10100,2016
37,1,10103,2016
34,1,10104,2016
29,1,10110,2016
35,1,10110,2016
40,1,10111,2016
36,1,10112,2016
27,1,10113,2016
34,1,10113,2016
45,1,10118,2016
36,1,10122,2016
23,1,10124,2016
47,1,10124,2016
35,1,10125,2016
34,1,10126,2016
42,1,10127,2016
42,1,10129,2016
40,1,10131,2016
30,1,10132,2016
32,1,10132,2016
34,1,10133,2016
28,1,10135,2016
27,1,10138,2016
32,1,10140,2016
27,1,10141,2016
30,1,10144,2016
56,1,10144,2016
28,1,10145,2016
25,1,10151,2016
24,1,10151,2016
32,1,10153,2016
26,1,10153,2016
38,1,10153,2016
39,1,10156,2016
25,1,10156,2016
47,1,10158,2016
35,1,10158,2016
36,1,10158,2016
29,1,10159,2016
42,1,10166,2016
30,1,10167,2016
36,1,10167,2016
34,1,10167,2016
34,1,10169,2016
37,1,10173,2016
34,1,10176,2016
26,1,10176,2016
38,0,10177,2016
37,1,10179,2016
52,1,10180,2016
27,1,10187,2016
30,1,10189,2016
38,1,10190,2016
47,1,10191,2016
27,1,10195,2016
32,1,10196,2016
31,1,10196,2016
26,1,10198,2016
37,1,10200,2016
27,1,10201,2016
34,1,10204,2016
27,0,10206,2016
25,1,10207,2016
20,1,10213,2016
38,1,10214,2016
24,0,10215,2016
44,1,10222,2016
39,1,10224,2016
20,1,10227,2016
27,1,10228,2016
32,1,10231,2016
26,1,10232,2016
32,1,10234,2016
38,1,10235,2016
31,1,10235,2016
25,1,10236,2016
41,1,10239,2016
40,1,10240,2016
36,1,10241,2016
31,1,10241,2016
37,1,10247,2016
26,1,10248,2016
35,1,10251,2016
40,1,10252,2016
44,1,10252,2016
46,1,10254,2016
42,1,10255,2016
50,1,10255,2016
38,1,10255,2016
30,1,10256,2016
42,1,10258,2016
35,1,10262,2016
37,1,10268,2016
27,1,10268,2016
19,1,10268,2016
45,1,10269,2016
52,1,10270,2016
27,1,10270,2016
47,1,10273,2016
46,1,10276,2016
42,1,10277,2016
43,1,10277,2016
19,1,10277,2016
50,1,10281,2016
29,1,10284,2016
30,0,10284,2016
39,1,10288,2016
41,1,10293,2016
45,1,10296,2016
29,0,10301,2016
50,1,10304,2016
24,1,10307,2016
32,1,10309,2016
33,1,10309,2016
33,0,10310,2016
21,1,10311,2016
43,1,10312,2016
30,1,10313,2016
46,1,10316,2016
28,1,10318,2016
40,1,10320,2016
23,0,10320,2016
30,1,10320,2016
44,1,10322,2016
46,1,10324,2016
39,1,10326,2016
47,1,10327,2016
37,1,10330,2016
30,1,10332,2016
27,1,10334,2016
39,1,10339,2016
29,1,10343,2016
35,1,10346,2016
40,1,10347,2016
31,1,10352,2016
33,0,10353,2016
29,1,10354,2016
42,1,10354,2016
34,1,10355,2016
41,1,10356,2016
29,1,10357,2016
33,1,10357,2016
44,1,10358,2016
33,1,10362,2016
41,1,10362,2016
42,1,10363,2016
44,1,10365,2016
23,0,10368,2016
37,1,10368,2016
26,1,10371,2016
37,1,10372,2016
35,1,10375,2016
27,1,10377,2016
30,1,10382,2016
40,1,10383,2016
47,1,10383,2016
27,1,10385,2016
42,1,10388,2016
36,1,10388,2016
42,1,10388,2016
25,1,10389,2016
50,1,10394,2016
29,1,10398,2016
44,1,10398,2016
39,1,10399,2016
38,1,10399,2016
42,1,10399,2016
50,1,10400,2016
26,1,10400,2016
31,1,10401,2016
41,1,10401,2016
36,1,10403,2016
43,1,10404,2016
40,1,10404,2016
26,1,10405,2016
30,1,10406,2016
26,1,10409,2016
30,0,10410,2016
48,1,10411,2016
43,1,10418,2016
26,1,10421,2016
56,1,10422,2016
37,1,10422,2016
35,1,10423,2016
32,1,10425,2016
43,1,10426,2016
32,1,10428,2016
33,1,10429,2016
54,1,10430,2016
38,1,10431,2016
18,1,10431,2016
55,1,10432,2016
34,1,10435,2016
42,1,10435,2016
35,1,10436,2016
26,1,10438,2016
26,1,10439,2016
37,1,10439,2016
33,1,10442,2016
27,0,10442,2016
32,1,10445,2016
43,1,10447,2016
28,1,10449,2016
32,1,10450,2016
23,1,10451,2016
32,1,10454,2016
36,1,10454,2016
28,1,10455,2016
42,1,10456,2016
31,1,10456,2016
33,1,10457,2016
32,0,10459,2016
48,0,10459,2016
30,1,10462,2016
35,1,10463,2016
39,1,10464,2016
38,1,10464,2016
38,1,10465,2016
50,1,10465,2016
29,1,10468,2016
35,1,10469,2016
46,1,10469,2016
30,1,10472,2016
35,1,10474,2016
26,0,10474,2016
36,1,10475,2016
39,1,10475,2016
55,1,10476,2016
24,1,10478,2016
32,1,10478,2016
40,1,10479,2016
31,1,10480,2016
36,1,10486,2016
45,1,10487,2016
37,1,10488,2016
36,1,10488,2016
51,1,10488,2016
19,1,10491,2016
34,0,10494,2016
55,1,10497,2016
27,1,10499,2016
32,1,10499,2016
37,0,10499,2016
34,1,10503,2016
36,0,10503,2016
39,1,10504,2016
35,1,10505,2016
34,1,10505,2016
36,1,10506,2016
32,1,10507,2016
34,1,10507,2016
47,1,10508,2016
26,1,10508,2016
61,1,10508,2016
30,1,10509,2016
45,1,10512,2016
37,1,10512,2016
32,1,10513,2016
42,1,10517,2016
26,0,10519,2016
34,1,10521,2016
34,1,10522,2016
36,1,10525,2016
24,0,10525,2016
32,1,10526,2016
40,1,10527,2016
41,1,10530,2016
37,1,10531,2016
31,1,10532,2016
60,1,10533,2016
36,1,10535,2016
28,0,10536,2016
53,1,10536,2016
36,1,10536,2016
39,1,10537,2016
35,1,10540,2016
50,1,10540,2016
43,1,10541,2016
41,1,10543,2016
37,0,10544,2016
46,1,10544,2016
40,1,10544,2016
25,1,10544,2016
37,1,10545,2016
29,1,10545,2016
33,1,10546,2016
40,1,10546,2016
30,1,10548,2016
47,1,10548,2016
37,0,10548,2016
51,1,10550,2016
32,1,10550,2016
31,1,10552,2016
39,1,10553,2016
42,1,10554,2016
29,1,10554,2016
45,1,10555,2016
28,1,10555,2016
32,1,10556,2016
39,1,10556,2016
42,1,10558,2016
44,1,10558,2016
36,1,10562,2016
39,1,10563,2016
33,1,10563,2016
40,1,10568,2016
35,1,10571,2016
45,1,10571,2016
35,1,10573,2016
45,1,10573,2016
42,1,10573,2016
39,1,10575,2016
35,1,10577,2016
60,1,10578,2016
38,1,10579,2016
45,1,10579,2016
46,1,10580,2016
42,1,10584,2016
40,1,10586,2016
30,0,10586,2016
40,1,10587,2016
31,1,10591,2016
30,1,10592,2016
47,1,10592,2016
24,1,10592,2016
35,1,10593,2016
39,1,10593,2016
31,1,10593,2016
32,1,10594,2016
28,1,10595,2016
33,1,10596,2016
31,1,10596,2016
39,1,10597,2016
29,1,10598,2016
46,1,10598,2016
26,1,10599,2016
55,1,10599,2016
31,0,10602,2016
32,1,10603,2016
43,1,10603,2016
53,1,10604,2016
44,1,10604,2016
38,1,10605,2016
43,1,10605,2016
27,1,10609,2016
32,1,10609,2016
37,1,10612,2016
32,1,10614,2016
35,1,10614,2016
40,1,10616,2016
27,1,10616,2016
42,1,10618,2016
31,1,10619,2016
34,1,10620,2016
45,0,10620,2016
53,1,10622,2016
34,1,10623,2016
25,1,10625,2016
36,1,10627,2016
40,1,10628,2016
30,1,10628,2016
46,1,10630,2016
33,1,10630,2016
42,1,10631,2016
42,1,10632,2016
34,1,10634,2016
34,0,10635,2016
41,1,10635,2016
40,1,10635,2016
36,0,10638,2016
26,1,10638,2016
24,1,10638,2016
23,1,10639,2016
37,1,10641,2016
32,0,10641,2016
41,0,10641,2016
30,1,10642,2016
29,1,10642,2016
51,1,10643,2016
38,1,10644,2016
33,1,10644,2016
31,1,10645,2016
41,1,10645,2016
48,1,10645,2016
43,1,10647,2016
31,1,10648,2016
32,1,10648,2016
37,1,10649,2016
35,1,10649,2016
42,1,10651,2016
39,0,10653,2016
44,1,10653,2016
61,1,10653,2016
36,1,10655,2016
33,1,10656,2016
50,1,10656,2016
35,1,10658,2016
36,1,10658,2016
38,1,10658,2016
42,1,10658,2016
38,1,10658,2016
59,1,10659,2016
35,1,10659,2016
37,1,10659,2016
41,1,10660,2016
35,1,10660,2016
33,1,10660,2016
39,1,10661,2016
40,1,10661,2016
24,1,10662,2016
25,1,10664,2016
25,1,10665,2016
30,1,10666,2016
44,1,10667,2016
25,1,10667,2016
52,1,10668,2016
34,1,10668,2016
30,1,10668,2016
36,1,10669,2016
32,1,10669,2016
29,1,10669,2016
37,1,10672,2016
35,1,10672,2016
33,1,10673,2016
41,1,10673,2016
37,1,10673,2016
22,1,10674,2016
23,1,10675,2016
42,1,10675,2016
38,1,10676,2016
27,1,10676,2016
34,1,10676,2016
27,1,10677,2016
36,1,10678,2016
38,1,10678,2016
25,1,10678,2016
39,1,10681,2016
41,1,10681,2016
24,1,10681,2016
44,1,10681,2016
37,1,10681,2016
21,0,10682,2016
37,1,10682,2016
33,1,10684,2016
39,1,10684,2016
28,1,10685,2016
42,1,10686,2016
24,0,10691,2016
36,1,10691,2016
29,0,10691,2016
36,1,10692,2016
37,1,10692,2016
38,1,10692,2016
42,1,10692,2016
36,1,10693,2016
34,1,10693,2016
45,1,10693,2016
42,1,10693,2016
42,1,10694,2016
32,0,10694,2016
39,1,10696,2016
20,1,10696,2016
44,1,10696,2016
44,1,10697,2016
46,1,10697,2016
43,1,10697,2016
39,1,10697,2016
36,1,10698,2016
26,1,10698,2016
29,1,10699,2016
36,1,10701,2016
33,1,10701,2016
47,1,10702,2016
41,1,10702,2016
43,1,10703,2016
31,0,10703,2016
49,1,10703,2016
40,1,10703,2016
31,1,10704,2016
42,1,10705,2016
35,1,10705,2016
41,1,10705,2016
35,1,10705,2016
47,1,10706,2016
36,1,10706,2016
29,1,10707,2016
39,1,10707,2016
38,1,10707,2016
39,1,10708,2016
37,1,10708,2016
32,1,10709,2016
36,1,10710,2016
44,1,10713,2016
50,0,10713,2016
36,1,10713,2016
28,0,10714,2016
48,1,10715,2016
38,1,10718,2016
40,1,10718,2016
26,1,10720,2016
40,1,10722,2016
21,1,10724,2016
29,1,10725,2016
37,1,10727,2016
47,1,10728,2016
50,1,10729,2016
39,1,10730,2016
37,1,10730,2016
32,1,10731,2016
50,1,10733,2016
30,1,10733,2016
26,1,10735,2016
27,1,10735,2016
37,1,10736,2016
46,1,10736,2016
40,1,10736,2016
38,0,10737,2016
50,1,10737,2016
45,1,10738,2016
32,1,10739,2016
28,1,10739,2016
40,1,10740,2016
29,1,10740,2016
41,1,10741,2016
31,1,10741,2016
25,0,10741,2016
27,1,10742,2016
35,1,10742,2016
30,0,10743,2016
37,1,10743,2016
43,1,10743,2016
38,1,10743,2016
42,1,10744,2016
36,1,10744,2016
40,1,10744,2016
37,0,10745,2016
35,1,10745,2016
40,1,10746,2016
37,1,10747,2016
47,1,10747,2016
42,1,10748,2016
40,1,10749,2016
44,1,10749,2016
50,1,10749,2016
36,1,10749,2016
60,1,10750,2016
33,1,10750,2016
40,0,10751,2016
57,1,10752,2016
36,1,10754,2016
39,1,10755,2016
48,1,10755,2016
35,1,10755,2016
31,1,10756,2016
38,1,10758,2016
38,1,10758,2016
32,1,10758,2016
42,1,10759,2016
43,1,10759,2016
44,1,10760,2016
45,1,10760,2016
25,1,10761,2016
25,1,10761,2016
44,1,10762,2016
24,1,10762,2016
39,1,10763,2016
47,1,10763,2016
29,1,10764,2016
41,1,10764,2016
36,1,10765,2016
43,1,10766,2016
46,1,10768,2016
38,1,10768,2016
31,1,10769,2016
38,1,10769,2016
36,1,10769,2016
32,1,10769,2016
51,1,10770,2016
42,1,10771,2016
39,1,10771,2016
36,1,10772,2016
32,1,10773,2016
30,1,10773,2016
23,1,10774,2016
27,0,10774,2016
31,1,10774,2016
27,1,10774,2016
38,1,10775,2016
47,1,10775,2016
55,1,10776,2016
47,1,10776,2016
37,1,10778,2016
39,1,10778,2016
33,0,10778,2016
31,1,10779,2016
44,1,10780,2016
34,1,10780,2016
46,1,10780,2016
24,0,10781,2016
31,1,10781,2016
47,1,10781,2016
49,1,10781,2016
29,1,10781,2016
36,1,10784,2016
47,1,10786,2016
38,1,10786,2016
31,1,10786,2016
38,1,10787,2016
47,1,10787,2016
41,1,10787,2016
50,1,10787,2016
